"Lipid","Feature","SumOfAllFragmentsIntensities","Class","Adduct"
"1_PC(18:1_20:1)+H","139",26106108.443,"PC","[M+H]+"
"1_PC(18:1_20:3)+H","8",405068975.596,"PC","[M+H]+"
"1_PC(18:1_20:3)+H","76",55939517.757,"PC","[M+H]+"
"1_PC(18:1_20:4)+H","34",150173613.73,"PC","[M+H]+"
"1_PC(18:1_20:4)+H","65",54579385.234,"PC","[M+H]+"
"1_PC(18:1_20:5)+H","92",23091438.408,"PC","[M+H]+"
"1_PC(18:1_20:5)+H","450",1664599.3196,"PC","[M+H]+"
"1_PC(18:1_22:5)+H","369",6530383.213,"PC","[M+H]+"
"1_PC(18:1_22:5)+H","449",2885799.9538,"PC","[M+H]+"
"1_PC(18:1_22:6)+H","187",13995206.059,"PC","[M+H]+"
"1_PC(18:2_18:2)+H","43",86328418.202,"PC","[M+H]+"
"1_PC(18:2_18:2)+H","12643",18645444.919,"PC","[M+H]+"
"1_PC(18:2_18:3)+H","125",24441701.7975,"PC","[M+H]+"
"1_PC(18:2_18:3)+H","545",2458346.233,"PC","[M+H]+"
"1_PC(18:2_18:3)+H","601",1723378.4783,"PC","[M+H]+"
"1_PC(18:2_18:3)+H","12641",24441701.7975,"PC","[M+H]+"
"1_PC(18:2_18:4)+H","9112",755327.9651,"PC","[M+H]+"
"1_PC(18:2_18:4)+H","12669",755327.9651,"PC","[M+H]+"
"1_PC(18:2_19:0)+H","301",7092068.932,"PC","[M+H]+"
"1_PC(18:2_19:0)+H","17797",1807978.744,"PC","[M+H]+"
"1_PC(18:2_20:0)+H","139",26117496.245,"PC","[M+H]+"
"1_PC(18:2_20:3)+H","436",1877925.719,"PC","[M+H]+"
"1_PC(18:2_20:4)+H","92",23186514.745,"PC","[M+H]+"
"1_PC(18:2_20:5)+H","371",1523404.143,"PC","[M+H]+"
"1_PC(18:2_20:5)+H","937",1316798.5718,"PC","[M+H]+"
"1_PC(18:2_22:5)+H","187",13941271.8528,"PC","[M+H]+"
"1_PC(18:2_22:5)+H","918",1066659.486,"PC","[M+H]+"
"1_PC(18:2_22:6)+H","144",21061882.769,"PC","[M+H]+"
"1_PC(18:3_20:3)+H","450",1665630.792,"PC","[M+H]+"
"1_PC(18:3_20:4)+H","488",1436130.729,"PC","[M+H]+"
"1_PC(18:3_20:5)+H","445",1059848.9296,"PC","[M+H]+"
"1_PC(18:3_22:6)+H","410",2106731.058,"PC","[M+H]+"
"1_PC(19:0_19:0)+H","15",225269416.81,"PC","[M+H]+"
"1_PC(19:0_20:4)+H","640",3366503.374,"PC","[M+H]+"
"1_PC(20:0_20:4)+H","529",3919534.444,"PC","[M+H]+"
"1_PC(20:1_20:4)+H","102",37352251.503,"PC","[M+H]+"
"1_PC(20:2_20:4)+H","369",6519009.609,"PC","[M+H]+"
"1_PC(20:3_20:4)+H","434",3164444.8096,"PC","[M+H]+"
"1_PC(20:3_20:4)+H","569",667481.1363,"PC","[M+H]+"
"1_PC(20:4_20:4)+H","144",21038350.427,"PC","[M+H]+"
"1_PC(20:4_20:4)+H","11279",577912.717,"PC","[M+H]+"
"1_PC(20:4_20:5)+H","600",867188.721,"PC","[M+H]+"
"1_PC(20:4_22:6)+H","1290",1060837.0697,"PC","[M+H]+"
"1_PC(20:5_22:6)+H","1001",637732.5459,"PC","[M+H]+"
"1_PC(14:0_18:2)+Na","861",803248.751,"PC","M+Na"
"1_PC(14:0_20:4)+Na","502",2876827.077,"PC","M+Na"
"1_PC(16:0_16:1)+Na","1172",392353.1733,"PC","M+Na"
"1_PC(16:0_18:2)+Na","601",2287167.099,"PC","M+Na"
"1_PC(16:0_20:3)+Na","450",2078821.405,"PC","M+Na"
"1_PC(16:0_20:4)+Na","488",2170728.385,"PC","M+Na"
"1_PC(16:0_20:5)+Na","445",1576917.994,"PC","M+Na"
"1_PC(16:0_22:5)+Na","11279",884012.012,"PC","M+Na"
"1_PC(16:0_22:6)+Na","410",3275031.761,"PC","M+Na"
"1_PC(16:0_22:6)+Na","17806",422047.8221,"PC","M+Na"
"1_PC(16:1_18:2)+Na","1161",692959.3422,"PC","M+Na"
"1_PC(16:1_18:2)+Na","9112",1252776.8441,"PC","M+Na"
"1_PC(16:1_18:2)+Na","12669",1252776.8441,"PC","M+Na"
"1_PC(16:1_20:3)+Na","371",2432236.1805,"PC","M+Na"
"1_PC(18:0_18:2)+Na","436",2878644.889,"PC","M+Na"
"1_PC(18:0_20:2)+Na","15127",748571.8205,"PC","M+Na"
"1_PC(18:0_20:4)+Na","569",995871.631,"PC","M+Na"
"1_PC(18:0_22:4)+Na","835",657525.838,"PC","M+Na"
"1_PC(18:1_18:2)+Na","450",2058925.0516,"PC","M+Na"
"1_PC(18:1_20:4)+Na","11279",886899.505,"PC","M+Na"
"1_PC(18:1_20:5)+Na","600",1271016.0077,"PC","M+Na"
"1_PC(18:2_18:2)+Na","371",2454812.502,"PC","M+Na"
"1_PC(18:2_20:4)+Na","600",1285662.178,"PC","M+Na"
"1_PC(18:2_22:6)+Na","1001",869372.662,"PC","M+Na"
"1_PC(19:0_19:0)+Na","320",4568477.01,"PC","M+Na"
"1_PC(20:4_20:4)+Na","1001",862038.989,"PC","M+Na"
"1_PE(15:0_15:0)+H","97",17965839.03,"PE","[M+H]+"
"1_PE(15:0_15:0)+H","15124",1740838.18,"PE","[M+H]+"
"1_PE(16:0_18:1)+H","802",1001352.868,"PE","[M+H]+"
"1_PE(16:0_18:2)+H","422",2375401.01,"PE","[M+H]+"
"1_PE(16:0_20:4)+H","510",2148808.04,"PE","[M+H]+"
"1_PE(16:0_22:5)+H","730",901225.253,"PE","[M+H]+"
"1_PE(16:0_22:6)+H","491",1840133.805,"PE","[M+H]+"
"1_PE(16:1_20:3)+H","510",1587049.542,"PE","[M+H]+"
"1_PE(17:0_17:0)+H","95",19371241.917,"PE","[M+H]+"
"1_PE(18:0_18:1)+H","707",687091.311,"PE","[M+H]+"
"1_PE(18:0_18:2)+H","206",5919356.127,"PE","[M+H]+"
"1_PE(18:0_18:2)+H","12683",744899.1808,"PE","[M+H]+"
"1_PE(18:0_20:3)+H","963",826261.068,"PE","[M+H]+"
"1_PE(18:0_20:4)+H","9089",3895103.888,"PE","[M+H]+"
"1_PE(18:0_20:5)+H","1245",456505.595,"PE","[M+H]+"
"1_PE(18:0_22:4)+H","2577",141457.788,"PE","[M+H]+"
"1_PE(18:0_22:5)+H","1682",63298.3595,"PE","[M+H]+"
"1_PE(18:0_22:6)+H","706",1245861.18,"PE","[M+H]+"
"1_PE(18:1_18:1)+H","206",5618850.767,"PE","[M+H]+"
"1_PE(18:1_18:1)+H","12683",779367.79,"PE","[M+H]+"
"1_PE(18:1_18:2)+H","513",2355594.131,"PE","[M+H]+"
"1_PE(18:1_18:2)+H","1069",348820.04,"PE","[M+H]+"
"1_PE(18:1_18:2)+H","9128",527401.849,"PE","[M+H]+"
"1_PE(18:1_20:3)+H","9089",2815731.488,"PE","[M+H]+"
"1_PE(18:1_20:4)+H","730",1150042.162,"PE","[M+H]+"
"1_PE(18:1_20:4)+H","1245",371216.298,"PE","[M+H]+"
"1_PE(18:1_22:6)+H","12777",200618.974,"PE","[M+H]+"
"1_PE(18:2_20:3)+H","730",896997.361,"PE","[M+H]+"
"1_PE(20:1_20:4)+H","1682",62259.69,"PE","[M+H]+"
"1_PE(16:0_18:0)+Na","513",526873.64,"PE","[M+Na]+"
"1_PE(16:0_18:0)+Na","9128",509793.81,"PE","[M+Na]+"
"1_PE(17:0_17:0)+Na","1069",740588.63,"PE","[M+Na]+"
"1_PG(14:0_14:0)+H","816",210715.37,"PG","[M+H]+"
"1_PG(14:0_14:0)+NH4","171",9803914.757,"PG","[M+NH4]+"
"1_PG(16:0_18:0)+NH4","117",11773866.202,"PG","[M+NH4]+"
"1_PG(17:0_17:0)+NH4","117",12726370.737,"PG","[M+NH4]+"
"1_Plasmanyl-LPC(O-16:0)+H","265",3413156.733,"Plasmanyl-LPC","[M+H]+"
"1_Plasmanyl-LPC(O-18:0)+H","606",1408696.331,"Plasmanyl-LPC","[M+H]+"
"1_Plasmanyl-LPC(O-18:1)+H","373",2344959.8,"Plasmanyl-LPC","[M+H]+"
"1_Plasmanyl-LPC(O-20:0)+H","12779",117368.21,"Plasmanyl-LPC","[M+H]+"
"1_Plasmanyl-LPC(O-22:0)+H","17837",100615.868,"Plasmanyl-LPC","[M+H]+"
"1_Plasmanyl-LPC(O-24:0)+H","1425",292890,"Plasmanyl-LPC","[M+H]+"
"1_Plasmanyl-LPC(O-24:1)+H","1848",169605.56,"Plasmanyl-LPC","[M+H]+"
"1_Plasmanyl-PC(O-16:0/16:0)+H","168",11500626.714,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-16:0/16:1)+H","197",7194292.189,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-16:0/16:1)+H","699",1519970.188,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-16:0/18:1)+H","130",22145173.15,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-16:0/18:2)+H","107",37434382.872,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-16:0/18:2)+H","162",9112175.425,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-16:0/18:3)+H","82",26054992.36,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-16:0/20:3)+H","356",7217799.334,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-16:0/20:4)+H","61",57964804.842,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-16:0/20:5)+H","87",28516704.858,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-16:0/20:5)+H","399",2767642.1079,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-16:0/22:4)+H","250",8842118.354,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-16:0/22:5)+H","66",43450553.002,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-16:0/22:5)+H","430",6531946.561,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-16:0/22:6)+H","186",18276324.842,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-16:0/22:6)+H","269",8060593.683,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-16:1/16:0)+H","197",7190561.854,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-16:1/16:1)+H","1083",688124.2584,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-16:1/16:1)+H","9134",688124.2584,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-16:1/16:1)+H","18325",688124.2584,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-16:1/18:0)+H","130",22170844.69,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-16:1/18:1)+H","162",8908718.418,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-16:1/18:2)+H","82",26005359.858,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-16:1/20:4)+H","87",28412670.678,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-16:1/20:5)+H","564",3350387.6,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-16:1/22:4)+H","430",6503941.33,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-16:1/22:5)+H","186",18262036.327,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-16:1/22:5)+H","269",8034054.535,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-16:1/22:6)+H","372",3722056.946,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-16:1/22:6)+H","9272",1128270.3876,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:0/16:0)+H","632",2887269.765,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:0/16:1)+H","130",22138371.9908,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:0/18:2)+H","203",13502399.796,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:0/18:2)+H","837",1905729.2143,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:0/18:3)+H","174",16329406.481,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:0/18:3)+H","213",4516886.126,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:0/20:3)+H","490",5169590.36,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:0/20:4)+H","96",36592008.018,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:0/20:4)+H","9096",5888215.369,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:0/20:5)+H","66",43449831.173,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:0/20:5)+H","163",11244013.63,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:0/22:4)+H","768",2319982.361,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:0/22:5)+H","251",10013081.688,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:0/22:5)+H","1008",1470814.044,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:0/22:5)+H","15912",1316335.019,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:0/22:6)+H","362",5538454.609,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:1/16:0)+H","130",22173475.373,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:1/16:1)+H","162",8847774.246,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:1/18:1)+H","837",1896508.428,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:1/18:2)+H","174",16358530.603,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:1/18:2)+H","213",4497365.587,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:1/18:2)+H","356",7200414.609,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:1/18:3)+H","61",57924296.39,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:1/18:4)+H","399",2765137.6669,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:1/20:3)+H","250",8821005.506,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:1/20:3)+H","9096",5905394.613,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:1/20:4)+H","66",43502990.165,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:1/20:4)+H","163",11195179.87,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:1/20:4)+H","430",6480183.755,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:1/20:5)+H","186",18351821.317,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:1/20:5)+H","269",8040870.592,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:1/20:5)+H","581",3291917.7964,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:1/22:4)+H","1008",1461281.426,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:1/22:5)+H","350",6045944.998,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:1/22:5)+H","362",5524459.448,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:1/22:6)+H","285",5820627.858,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:1/22:6)+H","655",3680314.478,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-18:1/22:6)+H","9107",2060889.353,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-20:0/20:3)+H","1216",1149757.53,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-20:0/20:4)+H","339",2414266.574,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-20:0/20:5)+H","251",10011789.282,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-20:1/20:4)+H","251",10032248.571,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-20:1/20:5)+H","362",5529493.114,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-22:0/20:4)+H","539",2064379.276,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-22:1/20:4)+H","284",3493627.0972,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-22:1/20:5)+H","400",2972562.4764,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-22:1/20:5)+H","858",1967471.21,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-24:0/20:4)+H","1536",924790.326,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-24:1/18:3)+H","539",2061891.076,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-24:1/20:3)+H","1064",1196504.426,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-24:1/20:4)+H","237",5137140.541,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-24:1/20:5)+H","336",5483302.306,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-24:1/22:5)+H","1319",1226638.207,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-24:1/22:5)+H","12793",1226638.207,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-24:2/18:2)+H","841",2120299.923,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-24:2/20:3)+H","1145",1341764.793,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-24:2/20:4)+H","336",5496950.057,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-24:2/20:4)+H","1002",1410080.26,"Plasmanyl-PC","[M+H]+"
"1_Plasmanyl-PC(O-24:2/20:5)+H","1167",1303601.22,"Plasmanyl-PC","[M+H]+"
"1_Plasmenyl-PC(P-16:0/16:0)+H","197",7247095.243,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-16:0/16:1)+H","1083",692592.28,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-16:0/16:1)+H","9134",692592.28,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-16:0/16:1)+H","18325",692592.28,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-16:0/18:1)+H","162",8981857.425,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-16:0/18:2)+H","82",26209249.218,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-16:0/20:4)+H","87",28622812.536,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-16:0/20:5)+H","564",3375460.997,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-16:0/22:4)+H","430",6557158.881,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-16:0/22:5)+H","186",18284812.577,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-16:0/22:5)+H","269",8041935.64,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-16:0/22:6)+H","372",3752820.014,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-16:0/22:6)+H","9272",1136473.7356,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-16:1/18:0)+H","162",8995598.607,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-18:0/15:1)+H","1235",16114.573,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-18:0/16:0)+H","130",22176543.752,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-18:0/18:1)+H","837",1911838.0423,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-18:0/18:2)+H","174",16363520.427,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-18:0/18:2)+H","213",4531920.056,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-18:0/18:2)+H","356",7200414.609,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-18:0/20:3)+H","250",8821005.506,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-18:0/20:3)+H","9096",5906461.389,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-18:0/20:4)+H","66",43509163.768,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-18:0/20:4)+H","163",11283386.5,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-18:0/20:5)+H","581",3292071.546,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-18:0/22:4)+H","1008",1472511.951,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-18:0/22:5)+H","350",6045944.998,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-18:0/22:5)+H","362",5532200.625,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-18:0/22:6)+H","285",5821740.274,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-18:0/22:6)+H","655",3711759.687,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-18:0/22:6)+H","9107",2060889.353,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-18:1/16:0)+H","162",8849716.322,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-18:1/18:1)+H","213",4482331.657,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-18:1/18:2)+H","61",57952854.35,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-18:1/18:3)+H","399",2765137.6669,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-18:1/20:3)+H","430",6481310.321,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-18:1/20:4)+H","186",18408993.622,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-18:1/20:4)+H","269",8045354.805,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-18:1/20:4)+H","581",3287622.7774,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-18:1/20:5)+H","1336",677108.054,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-18:1/22:5)+H","655",3670745.893,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-20:0/20:4)+H","251",10033287.076,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-20:1/20:4)+H","350",6044183.077,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-20:1/20:4)+H","362",5535480.47,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-22:0/20:4)+H","284",3493627.0972,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-22:1/20:4)+H","400",2980497.0134,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-22:1/20:4)+H","858",1972589.641,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-24:0/20:3)+H","1064",1196504.426,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-24:0/20:4)+H","237",5137140.541,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-24:0/22:5)+H","1319",1226638.207,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-24:0/22:5)+H","12793",1226638.207,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-24:1/18:2)+H","539",2061891.076,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-24:1/18:2)+H","841",2120299.923,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-24:1/20:3)+H","1145",1341764.793,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-24:1/20:4)+H","336",5498244.825,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-24:1/20:4)+H","1002",1410080.26,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PC(P-24:2/20:4)+H","1167",1308434.154,"Plasmenyl-PC","M+H"
"1_Plasmenyl-PE(P-16:0/18:1)+H","1023",216836.888,"Plasmenyl-PE","[M+H]+"
"1_Plasmenyl-PE(P-16:0/18:2)+H","574",1153733.94,"Plasmenyl-PE","[M+H]+"
"1_Plasmenyl-PE(P-16:0/20:1)+H","1235",43543.828,"Plasmenyl-PE","[M+H]+"
"1_Plasmenyl-PE(P-16:0/20:2)+H","381",190987.225,"Plasmenyl-PE","[M+H]+"
"1_Plasmenyl-PE(P-16:0/20:4)+H","226",2596211.386,"Plasmenyl-PE","[M+H]+"
"1_Plasmenyl-PE(P-16:0/22:4)+H","180",194988.4475,"Plasmenyl-PE","[M+H]+"
"1_Plasmenyl-PE(P-16:0/22:5)+H","992",158295.835,"Plasmenyl-PE","[M+H]+"
"1_Plasmenyl-PE(P-16:0/22:6)+H","468",1873903.058,"Plasmenyl-PE","[M+H]+"
"1_Plasmenyl-PE(P-16:1/18:1)+H","574",99347.758,"Plasmenyl-PE","[M+H]+"
"1_Plasmenyl-PE(P-18:0/16:1)+H","1023",34832.016,"Plasmenyl-PE","[M+H]+"
"1_Plasmenyl-PE(P-18:0/18:1)+H","1235",498401.885,"Plasmenyl-PE","[M+H]+"
"1_Plasmenyl-PE(P-18:0/18:2)+H","381",2222019.42,"Plasmenyl-PE","[M+H]+"
"1_Plasmenyl-PE(P-18:0/20:4)+H","180",1882592.5515,"Plasmenyl-PE","[M+H]+"
"1_Plasmenyl-PE(P-18:0/20:5)+H","992",295797.234,"Plasmenyl-PE","[M+H]+"
"1_Plasmenyl-PE(P-18:0/22:5)+H","894",600450.568,"Plasmenyl-PE","[M+H]+"
"1_Plasmenyl-PE(P-18:0/22:6)+H","480",1889941.1392,"Plasmenyl-PE","[M+H]+"
"1_Plasmenyl-PE(P-18:1/16:0)+H","1023",68817.9196,"Plasmenyl-PE","[M+H]+"
"1_Plasmenyl-PE(P-18:1/16:1)+H","574",99638.829,"Plasmenyl-PE","[M+H]+"
"1_Plasmenyl-PE(P-18:1/18:0)+H","1235",42389.299,"Plasmenyl-PE","[M+H]+"
"1_Plasmenyl-PE(P-18:1/18:1)+H","381",244202.73,"Plasmenyl-PE","[M+H]+"
"1_Plasmenyl-PE(P-18:1/20:4)+H","992",91419.715,"Plasmenyl-PE","[M+H]+"
"1_Plasmenyl-PE(P-18:1/22:4)+H","894",77372.607,"Plasmenyl-PE","[M+H]+"
"1_Plasmenyl-PE(P-18:1/22:5)+H","480",143602.3242,"Plasmenyl-PE","[M+H]+"
"1_Plasmenyl-PE(P-20:0/16:1)+H","1235",41511.729,"Plasmenyl-PE","[M+H]+"
"1_Plasmenyl-PE(P-20:1/20:4)+H","894",161205.458,"Plasmenyl-PE","[M+H]+"
"1_PS(14:0_14:0)+H","264",5126318.659,"PS","[M+H]+"
"1_PS(14:0_14:0)+H","12646",5126318.659,"PS","[M+H]+"
"1_PS(17:0_17:0)+H","200",8177414.451,"PS","[M+H]+"
"1_SM(d16:1/16:0)+H","138",21315956.938,"SM","[M+H]+"
"1_SM(d16:1/16:0)+H","12642",21315956.938,"SM","[M+H]+"
"1_SM(d16:1/20:0)+H","58",72013185.21,"SM","[M+H]+"
"1_SM(d16:1/20:0)+H","865",16078277.373,"SM","[M+H]+"
"1_SM(d16:1/20:0)+H","12668",16078277.373,"SM","[M+H]+"
"1_SM(d16:1/22:0)+H","67",48458569.871,"SM","[M+H]+"
"1_SM(d16:1/23:0)+H","156",21791802.682,"SM","[M+H]+"
