Plasmenyl-TG,[M+NH4]+,NL R2COOH,NL R3COOH
plasmenyl-TG(P-20:0_18:2_20:3)+NH4,938.8536,641.5867,615.571
plasmenyl-TG(P-20:0_18:2_20:4)+NH4,936.8379,639.571,615.571
plasmenyl-TG(P-20:0_18:2_20:5)+NH4,934.8223,637.5554,615.571
plasmenyl-TG(P-20:0_18:2_21:0)+NH4,958.9162,661.6493,615.571
plasmenyl-TG(P-20:0_18:2_22:0)+NH4,972.9318,675.6649,615.571
plasmenyl-TG(P-20:0_18:2_22:1)+NH4,970.9162,673.6493,615.571
plasmenyl-TG(P-20:0_18:2_22:2)+NH4,968.9005,671.6336,615.571
plasmenyl-TG(P-20:0_18:2_22:3)+NH4,966.8849,669.618,615.571
plasmenyl-TG(P-20:0_18:2_22:4)+NH4,964.8692,667.6023,615.571
plasmenyl-TG(P-20:0_18:2_22:5)+NH4,962.8536,665.5867,615.571
plasmenyl-TG(P-20:0_18:2_22:6)+NH4,960.8379,663.571,615.571
plasmenyl-TG(P-20:0_18:2_23:0)+NH4,986.9475,689.6806,615.571
plasmenyl-TG(P-20:0_18:2_24:0)+NH4,1000.9631,703.6962,615.571
plasmenyl-TG(P-20:0_18:2_24:1)+NH4,998.9475,701.6806,615.571
plasmenyl-TG(P-20:0_18:2_25:0)+NH4,1014.9788,717.7119,615.571
plasmenyl-TG(P-20:0_18:2_26:0)+NH4,1028.9944,731.7275,615.571
plasmenyl-TG(P-20:0_18:3_18:3)+NH4,908.8067,613.5554,613.5554
plasmenyl-TG(P-20:0_18:3_18:4)+NH4,906.791,611.5397,613.5554
plasmenyl-TG(P-20:0_18:3_19:0)+NH4,928.8693,633.618,613.5554
plasmenyl-TG(P-20:0_18:3_20:0)+NH4,942.8849,647.6336,613.5554
plasmenyl-TG(P-20:0_18:3_20:1)+NH4,940.8693,645.618,613.5554
plasmenyl-TG(P-20:0_18:3_20:2)+NH4,938.8536,643.6023,613.5554
plasmenyl-TG(P-20:0_18:3_20:3)+NH4,936.838,641.5867,613.5554
plasmenyl-TG(P-20:0_18:3_20:4)+NH4,934.8223,639.571,613.5554
plasmenyl-TG(P-20:0_18:3_20:5)+NH4,932.8067,637.5554,613.5554
plasmenyl-TG(P-20:0_18:3_21:0)+NH4,956.9006,661.6493,613.5554
plasmenyl-TG(P-20:0_18:3_22:0)+NH4,970.9162,675.6649,613.5554
plasmenyl-TG(P-20:0_18:3_22:1)+NH4,968.9006,673.6493,613.5554
plasmenyl-TG(P-20:0_18:3_22:2)+NH4,966.8849,671.6336,613.5554
plasmenyl-TG(P-20:0_18:3_22:3)+NH4,964.8693,669.618,613.5554
plasmenyl-TG(P-20:0_18:3_22:4)+NH4,962.8536,667.6023,613.5554
plasmenyl-TG(P-20:0_18:3_22:5)+NH4,960.838,665.5867,613.5554
plasmenyl-TG(P-20:0_18:3_22:6)+NH4,958.8223,663.571,613.5554
plasmenyl-TG(P-20:0_18:3_23:0)+NH4,984.9319,689.6806,613.5554
plasmenyl-TG(P-20:0_18:3_24:0)+NH4,998.9475,703.6962,613.5554
plasmenyl-TG(P-20:0_18:3_24:1)+NH4,996.9319,701.6806,613.5554
plasmenyl-TG(P-20:0_18:3_25:0)+NH4,1012.9632,717.7119,613.5554
plasmenyl-TG(P-20:0_18:3_26:0)+NH4,1026.9788,731.7275,613.5554
plasmenyl-TG(P-20:0_18:4_18:4)+NH4,904.7753,611.5397,611.5397
plasmenyl-TG(P-20:0_18:4_19:0)+NH4,926.8536,633.618,611.5397
plasmenyl-TG(P-20:0_18:4_20:0)+NH4,940.8692,647.6336,611.5397
plasmenyl-TG(P-20:0_18:4_20:1)+NH4,938.8536,645.618,611.5397
plasmenyl-TG(P-20:0_18:4_20:2)+NH4,936.8379,643.6023,611.5397
plasmenyl-TG(P-20:0_18:4_20:3)+NH4,934.8223,641.5867,611.5397
plasmenyl-TG(P-20:0_18:4_20:4)+NH4,932.8066,639.571,611.5397
plasmenyl-TG(P-20:0_18:4_20:5)+NH4,930.791,637.5554,611.5397
plasmenyl-TG(P-20:0_18:4_21:0)+NH4,954.8849,661.6493,611.5397
plasmenyl-TG(P-20:0_18:4_22:0)+NH4,968.9005,675.6649,611.5397
plasmenyl-TG(P-20:0_18:4_22:1)+NH4,966.8849,673.6493,611.5397
plasmenyl-TG(P-20:0_18:4_22:2)+NH4,964.8692,671.6336,611.5397
plasmenyl-TG(P-20:0_18:4_22:3)+NH4,962.8536,669.618,611.5397
plasmenyl-TG(P-20:0_18:4_22:4)+NH4,960.8379,667.6023,611.5397
plasmenyl-TG(P-20:0_18:4_22:5)+NH4,958.8223,665.5867,611.5397
plasmenyl-TG(P-20:0_18:4_22:6)+NH4,956.8066,663.571,611.5397
plasmenyl-TG(P-20:0_18:4_23:0)+NH4,982.9162,689.6806,611.5397
plasmenyl-TG(P-20:0_18:4_24:0)+NH4,996.9318,703.6962,611.5397
plasmenyl-TG(P-20:0_18:4_24:1)+NH4,994.9162,701.6806,611.5397
plasmenyl-TG(P-20:0_18:4_25:0)+NH4,1010.9475,717.7119,611.5397
plasmenyl-TG(P-20:0_18:4_26:0)+NH4,1024.9631,731.7275,611.5397
plasmenyl-TG(P-20:0_19:0_19:0)+NH4,948.9319,633.618,633.618
plasmenyl-TG(P-20:0_19:0_20:0)+NH4,962.9475,647.6336,633.618
plasmenyl-TG(P-20:0_19:0_20:1)+NH4,960.9319,645.618,633.618
plasmenyl-TG(P-20:0_19:0_20:2)+NH4,958.9162,643.6023,633.618
plasmenyl-TG(P-20:0_19:0_20:3)+NH4,956.9006,641.5867,633.618
plasmenyl-TG(P-20:0_19:0_20:4)+NH4,954.8849,639.571,633.618
plasmenyl-TG(P-20:0_19:0_20:5)+NH4,952.8693,637.5554,633.618
plasmenyl-TG(P-20:0_19:0_21:0)+NH4,976.9632,661.6493,633.618
plasmenyl-TG(P-20:0_19:0_22:0)+NH4,990.9788,675.6649,633.618
plasmenyl-TG(P-20:0_19:0_22:1)+NH4,988.9632,673.6493,633.618
plasmenyl-TG(P-20:0_19:0_22:2)+NH4,986.9475,671.6336,633.618
plasmenyl-TG(P-20:0_19:0_22:3)+NH4,984.9319,669.618,633.618
plasmenyl-TG(P-20:0_19:0_22:4)+NH4,982.9162,667.6023,633.618
plasmenyl-TG(P-20:0_19:0_22:5)+NH4,980.9006,665.5867,633.618
plasmenyl-TG(P-20:0_19:0_22:6)+NH4,978.8849,663.571,633.618
plasmenyl-TG(P-20:0_19:0_23:0)+NH4,1004.9945,689.6806,633.618
plasmenyl-TG(P-20:0_19:0_24:0)+NH4,1019.0101,703.6962,633.618
plasmenyl-TG(P-20:0_19:0_24:1)+NH4,1016.9945,701.6806,633.618
plasmenyl-TG(P-20:0_19:0_25:0)+NH4,1033.0258,717.7119,633.618
plasmenyl-TG(P-20:0_19:0_26:0)+NH4,1047.0414,731.7275,633.618
plasmenyl-TG(P-20:0_20:0_20:0)+NH4,976.9631,647.6336,647.6336
plasmenyl-TG(P-20:0_20:0_20:1)+NH4,974.9475,645.618,647.6336
plasmenyl-TG(P-20:0_20:0_20:2)+NH4,972.9318,643.6023,647.6336
plasmenyl-TG(P-20:0_20:0_20:3)+NH4,970.9162,641.5867,647.6336
plasmenyl-TG(P-20:0_20:0_20:4)+NH4,968.9005,639.571,647.6336
plasmenyl-TG(P-20:0_20:0_20:5)+NH4,966.8849,637.5554,647.6336
plasmenyl-TG(P-20:0_20:0_21:0)+NH4,990.9788,661.6493,647.6336
plasmenyl-TG(P-20:0_20:0_22:0)+NH4,1004.9944,675.6649,647.6336
plasmenyl-TG(P-20:0_20:0_22:1)+NH4,1002.9788,673.6493,647.6336
plasmenyl-TG(P-20:0_20:0_22:2)+NH4,1000.9631,671.6336,647.6336
plasmenyl-TG(P-20:0_20:0_22:3)+NH4,998.9475,669.618,647.6336
plasmenyl-TG(P-20:0_20:0_22:4)+NH4,996.9318,667.6023,647.6336
plasmenyl-TG(P-20:0_20:0_22:5)+NH4,994.9162,665.5867,647.6336
plasmenyl-TG(P-20:0_20:0_22:6)+NH4,992.9005,663.571,647.6336
plasmenyl-TG(P-20:0_20:0_23:0)+NH4,1019.0101,689.6806,647.6336
plasmenyl-TG(P-20:0_20:0_24:0)+NH4,1033.0257,703.6962,647.6336
plasmenyl-TG(P-20:0_20:0_24:1)+NH4,1031.0101,701.6806,647.6336
plasmenyl-TG(P-20:0_20:0_25:0)+NH4,1047.0414,717.7119,647.6336
plasmenyl-TG(P-20:0_20:0_26:0)+NH4,1061.057,731.7275,647.6336
plasmenyl-TG(P-20:0_20:1_20:1)+NH4,972.9319,645.618,645.618
plasmenyl-TG(P-20:0_20:1_20:2)+NH4,970.9162,643.6023,645.618
plasmenyl-TG(P-20:0_20:1_20:3)+NH4,968.9006,641.5867,645.618
plasmenyl-TG(P-20:0_20:1_20:4)+NH4,966.8849,639.571,645.618
plasmenyl-TG(P-20:0_20:1_20:5)+NH4,964.8693,637.5554,645.618
plasmenyl-TG(P-20:0_20:1_21:0)+NH4,988.9632,661.6493,645.618
plasmenyl-TG(P-20:0_20:1_22:0)+NH4,1002.9788,675.6649,645.618
plasmenyl-TG(P-20:0_20:1_22:1)+NH4,1000.9632,673.6493,645.618
plasmenyl-TG(P-20:0_20:1_22:2)+NH4,998.9475,671.6336,645.618
plasmenyl-TG(P-20:0_20:1_22:3)+NH4,996.9319,669.618,645.618
plasmenyl-TG(P-20:0_20:1_22:4)+NH4,994.9162,667.6023,645.618
plasmenyl-TG(P-20:0_20:1_22:5)+NH4,992.9006,665.5867,645.618
plasmenyl-TG(P-20:0_20:1_22:6)+NH4,990.8849,663.571,645.618
plasmenyl-TG(P-20:0_20:1_23:0)+NH4,1016.9945,689.6806,645.618
plasmenyl-TG(P-20:0_20:1_24:0)+NH4,1031.0101,703.6962,645.618
plasmenyl-TG(P-20:0_20:1_24:1)+NH4,1028.9945,701.6806,645.618
plasmenyl-TG(P-20:0_20:1_25:0)+NH4,1045.0258,717.7119,645.618
plasmenyl-TG(P-20:0_20:1_26:0)+NH4,1059.0414,731.7275,645.618
plasmenyl-TG(P-20:0_20:2_20:2)+NH4,968.9005,643.6023,643.6023
plasmenyl-TG(P-20:0_20:2_20:3)+NH4,966.8849,641.5867,643.6023
plasmenyl-TG(P-20:0_20:2_20:4)+NH4,964.8692,639.571,643.6023
plasmenyl-TG(P-20:0_20:2_20:5)+NH4,962.8536,637.5554,643.6023
plasmenyl-TG(P-20:0_20:2_21:0)+NH4,986.9475,661.6493,643.6023
plasmenyl-TG(P-20:0_20:2_22:0)+NH4,1000.9631,675.6649,643.6023
plasmenyl-TG(P-20:0_20:2_22:1)+NH4,998.9475,673.6493,643.6023
plasmenyl-TG(P-20:0_20:2_22:2)+NH4,996.9318,671.6336,643.6023
plasmenyl-TG(P-20:0_20:2_22:3)+NH4,994.9162,669.618,643.6023
plasmenyl-TG(P-20:0_20:2_22:4)+NH4,992.9005,667.6023,643.6023
plasmenyl-TG(P-20:0_20:2_22:5)+NH4,990.8849,665.5867,643.6023
plasmenyl-TG(P-20:0_20:2_22:6)+NH4,988.8692,663.571,643.6023
plasmenyl-TG(P-20:0_20:2_23:0)+NH4,1014.9788,689.6806,643.6023
plasmenyl-TG(P-20:0_20:2_24:0)+NH4,1028.9944,703.6962,643.6023
plasmenyl-TG(P-20:0_20:2_24:1)+NH4,1026.9788,701.6806,643.6023
plasmenyl-TG(P-20:0_20:2_25:0)+NH4,1043.0101,717.7119,643.6023
plasmenyl-TG(P-20:0_20:2_26:0)+NH4,1057.0257,731.7275,643.6023
plasmenyl-TG(P-20:0_20:3_20:3)+NH4,964.8693,641.5867,641.5867
plasmenyl-TG(P-20:0_20:3_20:4)+NH4,962.8536,639.571,641.5867
plasmenyl-TG(P-20:0_20:3_20:5)+NH4,960.838,637.5554,641.5867
plasmenyl-TG(P-20:0_20:3_21:0)+NH4,984.9319,661.6493,641.5867
plasmenyl-TG(P-20:0_20:3_22:0)+NH4,998.9475,675.6649,641.5867
plasmenyl-TG(P-20:0_20:3_22:1)+NH4,996.9319,673.6493,641.5867
plasmenyl-TG(P-20:0_20:3_22:2)+NH4,994.9162,671.6336,641.5867
plasmenyl-TG(P-20:0_20:3_22:3)+NH4,992.9006,669.618,641.5867
plasmenyl-TG(P-20:0_20:3_22:4)+NH4,990.8849,667.6023,641.5867
plasmenyl-TG(P-20:0_20:3_22:5)+NH4,988.8693,665.5867,641.5867
plasmenyl-TG(P-20:0_20:3_22:6)+NH4,986.8536,663.571,641.5867
plasmenyl-TG(P-20:0_20:3_23:0)+NH4,1012.9632,689.6806,641.5867
plasmenyl-TG(P-20:0_20:3_24:0)+NH4,1026.9788,703.6962,641.5867
plasmenyl-TG(P-20:0_20:3_24:1)+NH4,1024.9632,701.6806,641.5867
plasmenyl-TG(P-20:0_20:3_25:0)+NH4,1040.9945,717.7119,641.5867
plasmenyl-TG(P-20:0_20:3_26:0)+NH4,1055.0101,731.7275,641.5867
plasmenyl-TG(P-20:0_20:4_20:4)+NH4,960.8379,639.571,639.571
plasmenyl-TG(P-20:0_20:4_20:5)+NH4,958.8223,637.5554,639.571
plasmenyl-TG(P-20:0_20:4_21:0)+NH4,982.9162,661.6493,639.571
plasmenyl-TG(P-20:0_20:4_22:0)+NH4,996.9318,675.6649,639.571
plasmenyl-TG(P-20:0_20:4_22:1)+NH4,994.9162,673.6493,639.571
plasmenyl-TG(P-20:0_20:4_22:2)+NH4,992.9005,671.6336,639.571
plasmenyl-TG(P-20:0_20:4_22:3)+NH4,990.8849,669.618,639.571
plasmenyl-TG(P-20:0_20:4_22:4)+NH4,988.8692,667.6023,639.571
plasmenyl-TG(P-20:0_20:4_22:5)+NH4,986.8536,665.5867,639.571
plasmenyl-TG(P-20:0_20:4_22:6)+NH4,984.8379,663.571,639.571
plasmenyl-TG(P-20:0_20:4_23:0)+NH4,1010.9475,689.6806,639.571
plasmenyl-TG(P-20:0_20:4_24:0)+NH4,1024.9631,703.6962,639.571
plasmenyl-TG(P-20:0_20:4_24:1)+NH4,1022.9475,701.6806,639.571
plasmenyl-TG(P-20:0_20:4_25:0)+NH4,1038.9788,717.7119,639.571
plasmenyl-TG(P-20:0_20:4_26:0)+NH4,1052.9944,731.7275,639.571
plasmenyl-TG(P-20:0_20:5_20:5)+NH4,956.8067,637.5554,637.5554
plasmenyl-TG(P-20:0_20:5_21:0)+NH4,980.9006,661.6493,637.5554
plasmenyl-TG(P-20:0_20:5_22:0)+NH4,994.9162,675.6649,637.5554
plasmenyl-TG(P-20:0_20:5_22:1)+NH4,992.9006,673.6493,637.5554
plasmenyl-TG(P-20:0_20:5_22:2)+NH4,990.8849,671.6336,637.5554
plasmenyl-TG(P-20:0_20:5_22:3)+NH4,988.8693,669.618,637.5554
plasmenyl-TG(P-20:0_20:5_22:4)+NH4,986.8536,667.6023,637.5554
plasmenyl-TG(P-20:0_20:5_22:5)+NH4,984.838,665.5867,637.5554
plasmenyl-TG(P-20:0_20:5_22:6)+NH4,982.8223,663.571,637.5554
plasmenyl-TG(P-20:0_20:5_23:0)+NH4,1008.9319,689.6806,637.5554
plasmenyl-TG(P-20:0_20:5_24:0)+NH4,1022.9475,703.6962,637.5554
plasmenyl-TG(P-20:0_20:5_24:1)+NH4,1020.9319,701.6806,637.5554
plasmenyl-TG(P-20:0_20:5_25:0)+NH4,1036.9632,717.7119,637.5554
plasmenyl-TG(P-20:0_20:5_26:0)+NH4,1050.9788,731.7275,637.5554
plasmenyl-TG(P-20:0_21:0_21:0)+NH4,1004.9945,661.6493,661.6493
plasmenyl-TG(P-20:0_21:0_22:0)+NH4,1019.0101,675.6649,661.6493
plasmenyl-TG(P-20:0_21:0_22:1)+NH4,1016.9945,673.6493,661.6493
plasmenyl-TG(P-20:0_21:0_22:2)+NH4,1014.9788,671.6336,661.6493
plasmenyl-TG(P-20:0_21:0_22:3)+NH4,1012.9632,669.618,661.6493
plasmenyl-TG(P-20:0_21:0_22:4)+NH4,1010.9475,667.6023,661.6493
plasmenyl-TG(P-20:0_21:0_22:5)+NH4,1008.9319,665.5867,661.6493
plasmenyl-TG(P-20:0_21:0_22:6)+NH4,1006.9162,663.571,661.6493
plasmenyl-TG(P-20:0_21:0_23:0)+NH4,1033.0258,689.6806,661.6493
plasmenyl-TG(P-20:0_21:0_24:0)+NH4,1047.0414,703.6962,661.6493
plasmenyl-TG(P-20:0_21:0_24:1)+NH4,1045.0258,701.6806,661.6493
plasmenyl-TG(P-20:0_21:0_25:0)+NH4,1061.0571,717.7119,661.6493
plasmenyl-TG(P-20:0_21:0_26:0)+NH4,1075.0727,731.7275,661.6493
plasmenyl-TG(P-20:0_22:0_22:0)+NH4,1033.0257,675.6649,675.6649
plasmenyl-TG(P-20:0_22:0_22:1)+NH4,1031.0101,673.6493,675.6649
plasmenyl-TG(P-20:0_22:0_22:2)+NH4,1028.9944,671.6336,675.6649
plasmenyl-TG(P-20:0_22:0_22:3)+NH4,1026.9788,669.618,675.6649
plasmenyl-TG(P-20:0_22:0_22:4)+NH4,1024.9631,667.6023,675.6649
plasmenyl-TG(P-20:0_22:0_22:5)+NH4,1022.9475,665.5867,675.6649
plasmenyl-TG(P-20:0_22:0_22:6)+NH4,1020.9318,663.571,675.6649
plasmenyl-TG(P-20:0_22:0_23:0)+NH4,1047.0414,689.6806,675.6649
plasmenyl-TG(P-20:0_22:0_24:0)+NH4,1061.057,703.6962,675.6649
plasmenyl-TG(P-20:0_22:0_24:1)+NH4,1059.0414,701.6806,675.6649
plasmenyl-TG(P-20:0_22:0_25:0)+NH4,1075.0727,717.7119,675.6649
plasmenyl-TG(P-20:0_22:0_26:0)+NH4,1089.0883,731.7275,675.6649
plasmenyl-TG(P-20:0_22:1_22:1)+NH4,1028.9945,673.6493,673.6493
plasmenyl-TG(P-20:0_22:1_22:2)+NH4,1026.9788,671.6336,673.6493
plasmenyl-TG(P-20:0_22:1_22:3)+NH4,1024.9632,669.618,673.6493
plasmenyl-TG(P-20:0_22:1_22:4)+NH4,1022.9475,667.6023,673.6493
plasmenyl-TG(P-20:0_22:1_22:5)+NH4,1020.9319,665.5867,673.6493
plasmenyl-TG(P-20:0_22:1_22:6)+NH4,1018.9162,663.571,673.6493
plasmenyl-TG(P-20:0_22:1_23:0)+NH4,1045.0258,689.6806,673.6493
plasmenyl-TG(P-20:0_22:1_24:0)+NH4,1059.0414,703.6962,673.6493
plasmenyl-TG(P-20:0_22:1_24:1)+NH4,1057.0258,701.6806,673.6493
plasmenyl-TG(P-20:0_22:1_25:0)+NH4,1073.0571,717.7119,673.6493
plasmenyl-TG(P-20:0_22:1_26:0)+NH4,1087.0727,731.7275,673.6493
plasmenyl-TG(P-20:0_22:2_22:2)+NH4,1024.9631,671.6336,671.6336
plasmenyl-TG(P-20:0_22:2_22:3)+NH4,1022.9475,669.618,671.6336
plasmenyl-TG(P-20:0_22:2_22:4)+NH4,1020.9318,667.6023,671.6336
plasmenyl-TG(P-20:0_22:2_22:5)+NH4,1018.9162,665.5867,671.6336
plasmenyl-TG(P-20:0_22:2_22:6)+NH4,1016.9005,663.571,671.6336
plasmenyl-TG(P-20:0_22:2_23:0)+NH4,1043.0101,689.6806,671.6336
plasmenyl-TG(P-20:0_22:2_24:0)+NH4,1057.0257,703.6962,671.6336
plasmenyl-TG(P-20:0_22:2_24:1)+NH4,1055.0101,701.6806,671.6336
plasmenyl-TG(P-20:0_22:2_25:0)+NH4,1071.0414,717.7119,671.6336
plasmenyl-TG(P-20:0_22:2_26:0)+NH4,1085.057,731.7275,671.6336
plasmenyl-TG(P-20:0_22:3_22:3)+NH4,1020.9319,669.618,669.618
plasmenyl-TG(P-20:0_22:3_22:4)+NH4,1018.9162,667.6023,669.618
plasmenyl-TG(P-20:0_22:3_22:5)+NH4,1016.9006,665.5867,669.618
plasmenyl-TG(P-20:0_22:3_22:6)+NH4,1014.8849,663.571,669.618
plasmenyl-TG(P-20:0_22:3_23:0)+NH4,1040.9945,689.6806,669.618
plasmenyl-TG(P-20:0_22:3_24:0)+NH4,1055.0101,703.6962,669.618
plasmenyl-TG(P-20:0_22:3_24:1)+NH4,1052.9945,701.6806,669.618
plasmenyl-TG(P-20:0_22:3_25:0)+NH4,1069.0258,717.7119,669.618
plasmenyl-TG(P-20:0_22:3_26:0)+NH4,1083.0414,731.7275,669.618
plasmenyl-TG(P-20:0_22:4_22:4)+NH4,1016.9005,667.6023,667.6023
plasmenyl-TG(P-20:0_22:4_22:5)+NH4,1014.8849,665.5867,667.6023
plasmenyl-TG(P-20:0_22:4_22:6)+NH4,1012.8692,663.571,667.6023
plasmenyl-TG(P-20:0_22:4_23:0)+NH4,1038.9788,689.6806,667.6023
plasmenyl-TG(P-20:0_22:4_24:0)+NH4,1052.9944,703.6962,667.6023
plasmenyl-TG(P-20:0_22:4_24:1)+NH4,1050.9788,701.6806,667.6023
plasmenyl-TG(P-20:0_22:4_25:0)+NH4,1067.0101,717.7119,667.6023
plasmenyl-TG(P-20:0_22:4_26:0)+NH4,1081.0257,731.7275,667.6023
plasmenyl-TG(P-20:0_22:5_22:5)+NH4,1012.8693,665.5867,665.5867
plasmenyl-TG(P-20:0_22:5_22:6)+NH4,1010.8536,663.571,665.5867
plasmenyl-TG(P-20:0_22:5_23:0)+NH4,1036.9632,689.6806,665.5867
plasmenyl-TG(P-20:0_22:5_24:0)+NH4,1050.9788,703.6962,665.5867
plasmenyl-TG(P-20:0_22:5_24:1)+NH4,1048.9632,701.6806,665.5867
plasmenyl-TG(P-20:0_22:5_25:0)+NH4,1064.9945,717.7119,665.5867
plasmenyl-TG(P-20:0_22:5_26:0)+NH4,1079.0101,731.7275,665.5867
plasmenyl-TG(P-20:0_22:6_22:6)+NH4,1008.8379,663.571,663.571
plasmenyl-TG(P-20:0_22:6_23:0)+NH4,1034.9475,689.6806,663.571
plasmenyl-TG(P-20:0_22:6_24:0)+NH4,1048.9631,703.6962,663.571
plasmenyl-TG(P-20:0_22:6_24:1)+NH4,1046.9475,701.6806,663.571
plasmenyl-TG(P-20:0_22:6_25:0)+NH4,1062.9788,717.7119,663.571
plasmenyl-TG(P-20:0_22:6_26:0)+NH4,1076.9944,731.7275,663.571
plasmenyl-TG(P-20:0_23:0_23:0)+NH4,1061.0571,689.6806,689.6806
plasmenyl-TG(P-20:0_23:0_24:0)+NH4,1075.0727,703.6962,689.6806
plasmenyl-TG(P-20:0_23:0_24:1)+NH4,1073.0571,701.6806,689.6806
plasmenyl-TG(P-20:0_23:0_25:0)+NH4,1089.0884,717.7119,689.6806
plasmenyl-TG(P-20:0_23:0_26:0)+NH4,1103.104,731.7275,689.6806
plasmenyl-TG(P-20:0_24:0_24:0)+NH4,1089.0883,703.6962,703.6962
plasmenyl-TG(P-20:0_24:0_24:1)+NH4,1087.0727,701.6806,703.6962
plasmenyl-TG(P-20:0_24:0_25:0)+NH4,1103.104,717.7119,703.6962
plasmenyl-TG(P-20:0_24:0_26:0)+NH4,1117.1196,731.7275,703.6962
plasmenyl-TG(P-20:0_24:1_24:1)+NH4,1085.0571,701.6806,701.6806
plasmenyl-TG(P-20:0_24:1_25:0)+NH4,1101.0884,717.7119,701.6806
plasmenyl-TG(P-20:0_24:1_26:0)+NH4,1115.104,731.7275,701.6806
plasmenyl-TG(P-20:0_25:0_25:0)+NH4,1117.1197,717.7119,717.7119
plasmenyl-TG(P-20:0_25:0_26:0)+NH4,1131.1353,731.7275,717.7119
plasmenyl-TG(P-20:0_26:0_26:0)+NH4,1145.1509,731.7275,731.7275
plasmenyl-TG(P-20:1_8:0_8:0)+NH4,638.5719,477.4302,477.4302
plasmenyl-TG(P-20:1_8:0_10:0)+NH4,666.6032,505.4615,477.4302
plasmenyl-TG(P-20:1_8:0_12:0)+NH4,694.6345,533.4928,477.4302
plasmenyl-TG(P-20:1_8:0_13:0)+NH4,708.6502,547.5085,477.4302
plasmenyl-TG(P-20:1_8:0_14:0)+NH4,722.6658,561.5241,477.4302
plasmenyl-TG(P-20:1_8:0_14:1)+NH4,720.6502,559.5085,477.4302
plasmenyl-TG(P-20:1_8:0_15:0)+NH4,736.6815,575.5398,477.4302
plasmenyl-TG(P-20:1_8:0_15:1)+NH4,734.6658,573.5241,477.4302
plasmenyl-TG(P-20:1_8:0_16:0)+NH4,750.6971,589.5554,477.4302
plasmenyl-TG(P-20:1_8:0_16:1)+NH4,748.6815,587.5398,477.4302
plasmenyl-TG(P-20:1_8:0_17:0)+NH4,764.7128,603.5711,477.4302
plasmenyl-TG(P-20:1_8:0_17:1)+NH4,762.6971,601.5554,477.4302
plasmenyl-TG(P-20:1_8:0_17:2)+NH4,760.6815,599.5398,477.4302
plasmenyl-TG(P-20:1_8:0_18:0)+NH4,778.7284,617.5867,477.4302
plasmenyl-TG(P-20:1_8:0_18:1)+NH4,776.7128,615.5711,477.4302
plasmenyl-TG(P-20:1_8:0_18:2)+NH4,774.6971,613.5554,477.4302
plasmenyl-TG(P-20:1_8:0_18:3)+NH4,772.6815,611.5398,477.4302
plasmenyl-TG(P-20:1_8:0_18:4)+NH4,770.6658,609.5241,477.4302
plasmenyl-TG(P-20:1_8:0_19:0)+NH4,792.7441,631.6024,477.4302
plasmenyl-TG(P-20:1_8:0_20:0)+NH4,806.7597,645.618,477.4302
plasmenyl-TG(P-20:1_8:0_20:1)+NH4,804.7441,643.6024,477.4302
plasmenyl-TG(P-20:1_8:0_20:2)+NH4,802.7284,641.5867,477.4302
plasmenyl-TG(P-20:1_8:0_20:3)+NH4,800.7128,639.5711,477.4302
plasmenyl-TG(P-20:1_8:0_20:4)+NH4,798.6971,637.5554,477.4302
plasmenyl-TG(P-20:1_8:0_20:5)+NH4,796.6815,635.5398,477.4302
plasmenyl-TG(P-20:1_8:0_21:0)+NH4,820.7754,659.6337,477.4302
plasmenyl-TG(P-20:1_8:0_22:0)+NH4,834.791,673.6493,477.4302
plasmenyl-TG(P-20:1_8:0_22:1)+NH4,832.7754,671.6337,477.4302
plasmenyl-TG(P-20:1_8:0_22:2)+NH4,830.7597,669.618,477.4302
plasmenyl-TG(P-20:1_8:0_22:3)+NH4,828.7441,667.6024,477.4302
plasmenyl-TG(P-20:1_8:0_22:4)+NH4,826.7284,665.5867,477.4302
plasmenyl-TG(P-20:1_8:0_22:5)+NH4,824.7128,663.5711,477.4302
plasmenyl-TG(P-20:1_8:0_22:6)+NH4,822.6971,661.5554,477.4302
plasmenyl-TG(P-20:1_8:0_23:0)+NH4,848.8067,687.665,477.4302
plasmenyl-TG(P-20:1_8:0_24:0)+NH4,862.8223,701.6806,477.4302
plasmenyl-TG(P-20:1_8:0_24:1)+NH4,860.8067,699.665,477.4302
plasmenyl-TG(P-20:1_8:0_25:0)+NH4,876.838,715.6963,477.4302
plasmenyl-TG(P-20:1_8:0_26:0)+NH4,890.8536,729.7119,477.4302
plasmenyl-TG(P-20:1_10:0_10:0)+NH4,694.6345,505.4615,505.4615
plasmenyl-TG(P-20:1_10:0_12:0)+NH4,722.6658,533.4928,505.4615
plasmenyl-TG(P-20:1_10:0_13:0)+NH4,736.6815,547.5085,505.4615
plasmenyl-TG(P-20:1_10:0_14:0)+NH4,750.6971,561.5241,505.4615
plasmenyl-TG(P-20:1_10:0_14:1)+NH4,748.6815,559.5085,505.4615
plasmenyl-TG(P-20:1_10:0_15:0)+NH4,764.7128,575.5398,505.4615
plasmenyl-TG(P-20:1_10:0_15:1)+NH4,762.6971,573.5241,505.4615
plasmenyl-TG(P-20:1_10:0_16:0)+NH4,778.7284,589.5554,505.4615
plasmenyl-TG(P-20:1_10:0_16:1)+NH4,776.7128,587.5398,505.4615
plasmenyl-TG(P-20:1_10:0_17:0)+NH4,792.7441,603.5711,505.4615
