Ganglioside,[M-H]-,Ceramide,M-NeuAc-H,M-Cer-C6H10O5,ion_C11H16NO8
Galalpha1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_20:0)-H,2026.048925,592.56706,1734.953515,754.61988,290.08814
Galalpha1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2054.080225,620.59834,1762.984815,782.65116,290.08814
Galalpha1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2082.111525,648.62962,1791.016115,810.68244,290.08814
Galalpha1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2110.142825,676.6609,1819.047415,838.71372,290.08814
Galalpha1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2080.095875,646.61398,1789.000465,808.6668,290.08814
Galalpha1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2108.127175,674.64526,1817.031765,836.69808,290.08814
Fucalpha1-2Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1953.99141,536.5045,1662.896,698.55732,290.08814
Fucalpha1-2Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1982.02271,564.53578,1690.9273,726.5886,290.08814
Fucalpha1-2Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_20:0)-H,2010.05401,592.56706,1718.9586,754.61988,290.08814
Fucalpha1-2Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2038.08531,620.59834,1746.9899,782.65116,290.08814
Fucalpha1-2Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2066.11661,648.62962,1775.0212,810.68244,290.08814
Fucalpha1-2Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2094.14791,676.6609,1803.0525,838.71372,290.08814
Fucalpha1-2Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2064.10096,646.61398,1773.00555,808.6668,290.08814
Fucalpha1-2Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2092.13226,674.64526,1801.03685,836.69808,290.08814
NeuAcalpha2-3Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_16:0)-H,2390.124334,536.5045,2099.028924,698.55732,290.08814
NeuAcalpha2-3Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_18:0)-H,2418.155634,564.53578,2127.060224,726.5886,290.08814
NeuAcalpha2-3Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_20:0)-H,2446.186934,592.56706,2155.091524,754.61988,290.08814
NeuAcalpha2-3Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2474.218234,620.59834,2183.122824,782.65116,290.08814
NeuAcalpha2-3Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2502.249534,648.62962,2211.154124,810.68244,290.08814
NeuAcalpha2-3Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2530.280835,676.6609,2239.185425,838.71372,290.08814
NeuAcalpha2-3Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2500.233884,646.61398,2209.138474,808.6668,290.08814
NeuAcalpha2-3Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2528.265185,674.64526,2237.169775,836.69808,290.08814
9-OAc-NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1775.907286,536.5045,1484.811876,698.55732,290.08814
9-OAc-NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1803.938586,564.53578,1512.843176,726.5886,290.08814
9-OAc-NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1831.969886,592.56706,1540.874476,754.61988,290.08814
9-OAc-NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1860.001187,620.59834,1568.905777,782.65116,290.08814
9-OAc-NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,1888.032487,648.62962,1596.937077,810.68244,290.08814
9-OAc-NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,1916.063787,676.6609,1624.968377,838.71372,290.08814
9-OAc-NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,1886.016837,646.61398,1594.921427,808.6668,290.08814
9-OAc-NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,1914.048137,674.64526,1622.952727,836.69808,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(9-OAc-NeuAcalpha2-8NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_16:0)-H,2141.039482,536.5045,1849.944072,698.55732,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(9-OAc-NeuAcalpha2-8NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_18:0)-H,2169.070782,564.53578,1877.975372,726.5886,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(9-OAc-NeuAcalpha2-8NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_20:0)-H,2197.102082,592.56706,1906.006672,754.61988,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(9-OAc-NeuAcalpha2-8NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2225.133382,620.59834,1934.037972,782.65116,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(9-OAc-NeuAcalpha2-8NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2253.164683,648.62962,1962.069273,810.68244,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(9-OAc-NeuAcalpha2-8NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2281.195983,676.6609,1990.100573,838.71372,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(9-OAc-NeuAcalpha2-8NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2251.149033,646.61398,1960.053623,808.6668,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(9-OAc-NeuAcalpha2-8NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2279.180333,674.64526,1988.084923,836.69808,290.08814
NeuAcalpha2-8NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1807.933501,536.5045,1516.838091,698.55732,290.08814
NeuAcalpha2-8NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1835.964801,564.53578,1544.869391,726.5886,290.08814
NeuAcalpha2-8NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1863.996101,592.56706,1572.900691,754.61988,290.08814
NeuAcalpha2-8NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1892.027401,620.59834,1600.931991,782.65116,290.08814
NeuAcalpha2-8NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,1920.058701,648.62962,1628.963291,810.68244,290.08814
NeuAcalpha2-8NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,1948.090002,676.6609,1656.994592,838.71372,290.08814
NeuAcalpha2-8NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,1918.043051,646.61398,1626.947641,808.6668,290.08814
NeuAcalpha2-8NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,1946.074351,674.64526,1654.978941,836.69808,290.08814
NeuAcalpha2-8NeuAcalpha2-3Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_16:0)-H,2390.124334,536.5045,2099.028924,698.55732,290.08814
NeuAcalpha2-8NeuAcalpha2-3Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_18:0)-H,2418.155634,564.53578,2127.060224,726.5886,290.08814
NeuAcalpha2-8NeuAcalpha2-3Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_20:0)-H,2446.186934,592.56706,2155.091524,754.61988,290.08814
NeuAcalpha2-8NeuAcalpha2-3Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2474.218234,620.59834,2183.122824,782.65116,290.08814
NeuAcalpha2-8NeuAcalpha2-3Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2502.249534,648.62962,2211.154124,810.68244,290.08814
NeuAcalpha2-8NeuAcalpha2-3Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2530.280835,676.6609,2239.185425,838.71372,290.08814
NeuAcalpha2-8NeuAcalpha2-3Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2500.233884,646.61398,2209.138474,808.6668,290.08814
NeuAcalpha2-8NeuAcalpha2-3Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2528.265185,674.64526,2237.169775,836.69808,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_16:0)-H,2205.055526,536.5045,1913.960116,698.55732,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_18:0)-H,2233.086826,564.53578,1941.991416,726.5886,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_20:0)-H,2261.118126,592.56706,1970.022716,754.61988,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2289.149426,620.59834,1998.054016,782.65116,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2317.180727,648.62962,2026.085317,810.68244,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2345.212027,676.6609,2054.116617,838.71372,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2315.165077,646.61398,2024.069667,808.6668,290.08814
NeuGcalpha2-3Galbeta1-4GlcNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2343.196377,674.64526,2052.100967,836.69808,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1823.928416,536.5045,1532.833006,698.55732,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1851.959716,564.53578,1560.864306,726.5886,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1879.991016,592.56706,1588.895606,754.61988,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1908.022316,620.59834,1616.926906,782.65116,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:0)-H,1936.053616,648.62962,1644.958206,810.68244,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:0)-H,1964.084916,676.6609,1672.989506,838.71372,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:1)-H,1934.037966,646.61398,1642.942556,808.6668,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:1)-H,1962.069266,674.64526,1670.973856,836.69808,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_16:0)-H,2115.023832,536.5045,1823.928422,698.55732,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_18:0)-H,2143.055132,564.53578,1851.959722,726.5886,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_20:0)-H,2171.086432,592.56706,1879.991022,754.61988,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2199.117732,620.59834,1908.022322,782.65116,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2227.149033,648.62962,1936.053623,810.68244,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2255.180333,676.6609,1964.084923,838.71372,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2225.133382,646.61398,1934.037972,808.6668,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2253.164683,674.64526,1962.069273,836.69808,290.08814
GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_16:0)-H,2027.007788,536.5045,1735.912378,698.55732,290.08814
GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_18:0)-H,2055.039088,564.53578,1763.943678,726.5886,290.08814
GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_20:0)-H,2083.070388,592.56706,1791.974978,754.61988,290.08814
GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2111.101688,620.59834,1820.006278,782.65116,290.08814
GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2139.132989,648.62962,1848.037579,810.68244,290.08814
GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2167.164289,676.6609,1876.068879,838.71372,290.08814
GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2137.117338,646.61398,1846.021928,808.6668,290.08814
GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2165.148639,674.64526,1874.053229,836.69808,290.08814
GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_16:0)-H,2027.007788,536.5045,1735.912378,698.55732,290.08814
GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_18:0)-H,2055.039088,564.53578,1763.943678,726.5886,290.08814
GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_20:0)-H,2083.070388,592.56706,1791.974978,754.61988,290.08814
GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2111.101688,620.59834,1820.006278,782.65116,290.08814
GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2139.132989,648.62962,1848.037579,810.68244,290.08814
GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2167.164289,676.6609,1876.068879,838.71372,290.08814
GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2137.117338,646.61398,1846.021928,808.6668,290.08814
GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2165.148639,674.64526,1874.053229,836.69808,290.08814
KDNalpha2-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1766.906952,536.5045,1475.811542,698.55732,290.08814
KDNalpha2-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1794.938252,564.53578,1503.842842,726.5886,290.08814
KDNalpha2-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1822.969552,592.56706,1531.874142,754.61988,290.08814
KDNalpha2-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1851.000852,620.59834,1559.905442,782.65116,290.08814
KDNalpha2-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:0)-H,1879.032152,648.62962,1587.936742,810.68244,290.08814
KDNalpha2-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:0)-H,1907.063452,676.6609,1615.968042,838.71372,290.08814
KDNalpha2-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:1)-H,1877.016502,646.61398,1585.921092,808.6668,290.08814
KDNalpha2-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:1)-H,1905.047802,674.64526,1613.952392,836.69808,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(KDNalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1766.906952,536.5045,1475.811542,698.55732,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(KDNalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1794.938252,564.53578,1503.842842,726.5886,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(KDNalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1822.969552,592.56706,1531.874142,754.61988,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(KDNalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1851.000852,620.59834,1559.905442,782.65116,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(KDNalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:0)-H,1879.032152,648.62962,1587.936742,810.68244,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(KDNalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:0)-H,1907.063452,676.6609,1615.968042,838.71372,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(KDNalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:1)-H,1877.016502,646.61398,1585.921092,808.6668,290.08814
NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(KDNalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:1)-H,1905.047802,674.64526,1613.952392,836.69808,290.08814
KDNalpha2-3Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1766.906952,536.5045,1475.811542,698.55732,290.08814
KDNalpha2-3Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1794.938252,564.53578,1503.842842,726.5886,290.08814
KDNalpha2-3Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1822.969552,592.56706,1531.874142,754.61988,290.08814
KDNalpha2-3Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1851.000852,620.59834,1559.905442,782.65116,290.08814
KDNalpha2-3Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,1879.032152,648.62962,1587.936742,810.68244,290.08814
KDNalpha2-3Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,1907.063452,676.6609,1615.968042,838.71372,290.08814
KDNalpha2-3Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,1877.016502,646.61398,1585.921092,808.6668,290.08814
KDNalpha2-3Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,1905.047802,674.64526,1613.952392,836.69808,290.08814
Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-4(NeuGcalpha2-8NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_16:0)-H,2115.023832,536.5045,1823.928422,698.55732,290.08814
Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-4(NeuGcalpha2-8NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_18:0)-H,2143.055132,564.53578,1851.959722,726.5886,290.08814
Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-4(NeuGcalpha2-8NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_20:0)-H,2171.086432,592.56706,1879.991022,754.61988,290.08814
Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-4(NeuGcalpha2-8NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2199.117732,620.59834,1908.022322,782.65116,290.08814
Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-4(NeuGcalpha2-8NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2227.149033,648.62962,1936.053623,810.68244,290.08814
Galbeta1-3(NeuAcalpha2-6)-HGalNAcbeta1-4(NeuGcalpha2-8NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2255.180333,676.6609,1964.084923,838.71372,290.08814
