AcylGlcADG,[M+NH4]+,[M-SN3-C6H10O7+H]+,[C6H6O67+SN3+H]+,[SN2+C3H4O2+H]+,[SN1+C3H4O2+H]+,[SN3-H]+
AcylGlcADG(20:0_20:0_22:0)+NH4,1197.022,663.6286,499.3629,369.3363,369.3363,323.3319
AcylGlcADG(20:0_20:0_22:1)+NH4,1195.006,663.6286,497.3473,369.3363,369.3363,321.3163
AcylGlcADG(20:0_20:0_22:2)+NH4,1192.991,663.6286,495.3316,369.3363,369.3363,319.3006
AcylGlcADG(20:0_20:0_22:3)+NH4,1190.975,663.6286,493.316,369.3363,369.3363,317.285
AcylGlcADG(20:0_20:0_22:4)+NH4,1188.959,663.6286,491.3003,369.3363,369.3363,315.2693
AcylGlcADG(20:0_20:0_22:5)+NH4,1186.944,663.6286,489.2847,369.3363,369.3363,313.2537
AcylGlcADG(20:0_20:0_22:6)+NH4,1184.928,663.6286,487.269,369.3363,369.3363,311.238
AcylGlcADG(20:0_20:1_12:0)+NH4,1054.85,661.6129,359.2064,367.3207,369.3363,183.1754
AcylGlcADG(20:0_20:1_14:0)+NH4,1082.881,661.6129,387.2377,367.3207,369.3363,211.2067
AcylGlcADG(20:0_20:1_14:1)+NH4,1080.865,661.6129,385.2221,367.3207,369.3363,209.1911
AcylGlcADG(20:0_20:1_16:0)+NH4,1110.912,661.6129,415.269,367.3207,369.3363,239.238
AcylGlcADG(20:0_20:1_16:1)+NH4,1108.897,661.6129,413.2534,367.3207,369.3363,237.2224
AcylGlcADG(20:0_20:1_16:2)+NH4,1106.881,661.6129,411.2377,367.3207,369.3363,235.2067
AcylGlcADG(20:0_20:1_16:3)+NH4,1104.865,661.6129,409.2221,367.3207,369.3363,233.1911
AcylGlcADG(20:0_20:1_16:4)+NH4,1102.85,661.6129,407.2064,367.3207,369.3363,231.1754
AcylGlcADG(20:0_20:1_18:0)+NH4,1138.944,661.6129,443.3003,367.3207,369.3363,267.2693
AcylGlcADG(20:0_20:1_18:1)+NH4,1136.928,661.6129,441.2847,367.3207,369.3363,265.2537
AcylGlcADG(20:0_20:1_18:2)+NH4,1134.912,661.6129,439.269,367.3207,369.3363,263.238
AcylGlcADG(20:0_20:1_18:3)+NH4,1132.897,661.6129,437.2534,367.3207,369.3363,261.2224
AcylGlcADG(20:0_20:1_18:4)+NH4,1130.881,661.6129,435.2377,367.3207,369.3363,259.2067
AcylGlcADG(20:0_20:1_18:5)+NH4,1128.865,661.6129,433.2221,367.3207,369.3363,257.1911
AcylGlcADG(20:0_20:1_20:0)+NH4,1166.975,661.6129,471.3316,367.3207,369.3363,295.3006
AcylGlcADG(20:0_20:1_20:1)+NH4,1164.959,661.6129,469.316,367.3207,369.3363,293.285
AcylGlcADG(20:0_20:1_20:2)+NH4,1162.944,661.6129,467.3003,367.3207,369.3363,291.2693
AcylGlcADG(20:0_20:1_20:3)+NH4,1160.928,661.6129,465.2847,367.3207,369.3363,289.2537
AcylGlcADG(20:0_20:1_20:4)+NH4,1158.912,661.6129,463.269,367.3207,369.3363,287.238
AcylGlcADG(20:0_20:1_20:5)+NH4,1156.897,661.6129,461.2534,367.3207,369.3363,285.2224
AcylGlcADG(20:0_20:1_22:0)+NH4,1195.006,661.6129,499.3629,367.3207,369.3363,323.3319
AcylGlcADG(20:0_20:1_22:1)+NH4,1192.991,661.6129,497.3473,367.3207,369.3363,321.3163
AcylGlcADG(20:0_20:1_22:2)+NH4,1190.975,661.6129,495.3316,367.3207,369.3363,319.3006
AcylGlcADG(20:0_20:1_22:3)+NH4,1188.959,661.6129,493.316,367.3207,369.3363,317.285
AcylGlcADG(20:0_20:1_22:4)+NH4,1186.944,661.6129,491.3003,367.3207,369.3363,315.2693
AcylGlcADG(20:0_20:1_22:5)+NH4,1184.928,661.6129,489.2847,367.3207,369.3363,313.2537
AcylGlcADG(20:0_20:1_22:6)+NH4,1182.912,661.6129,487.269,367.3207,369.3363,311.238
AcylGlcADG(20:0_20:2_12:0)+NH4,1052.834,659.5973,359.2064,365.3051,369.3363,183.1754
AcylGlcADG(20:0_20:2_14:0)+NH4,1080.865,659.5973,387.2377,365.3051,369.3363,211.2067
AcylGlcADG(20:0_20:2_14:1)+NH4,1078.85,659.5973,385.2221,365.3051,369.3363,209.1911
AcylGlcADG(20:0_20:2_16:0)+NH4,1108.897,659.5973,415.269,365.3051,369.3363,239.238
AcylGlcADG(20:0_20:2_16:1)+NH4,1106.881,659.5973,413.2534,365.3051,369.3363,237.2224
AcylGlcADG(20:0_20:2_16:2)+NH4,1104.865,659.5973,411.2377,365.3051,369.3363,235.2067
AcylGlcADG(20:0_20:2_16:3)+NH4,1102.85,659.5973,409.2221,365.3051,369.3363,233.1911
AcylGlcADG(20:0_20:2_16:4)+NH4,1100.834,659.5973,407.2064,365.3051,369.3363,231.1754
AcylGlcADG(20:0_20:2_18:0)+NH4,1136.928,659.5973,443.3003,365.3051,369.3363,267.2693
AcylGlcADG(20:0_20:2_18:1)+NH4,1134.912,659.5973,441.2847,365.3051,369.3363,265.2537
AcylGlcADG(20:0_20:2_18:2)+NH4,1132.897,659.5973,439.269,365.3051,369.3363,263.238
AcylGlcADG(20:0_20:2_18:3)+NH4,1130.881,659.5973,437.2534,365.3051,369.3363,261.2224
AcylGlcADG(20:0_20:2_18:4)+NH4,1128.865,659.5973,435.2377,365.3051,369.3363,259.2067
AcylGlcADG(20:0_20:2_18:5)+NH4,1126.85,659.5973,433.2221,365.3051,369.3363,257.1911
AcylGlcADG(20:0_20:2_20:0)+NH4,1164.959,659.5973,471.3316,365.3051,369.3363,295.3006
AcylGlcADG(20:0_20:2_20:1)+NH4,1162.944,659.5973,469.316,365.3051,369.3363,293.285
AcylGlcADG(20:0_20:2_20:2)+NH4,1160.928,659.5973,467.3003,365.3051,369.3363,291.2693
AcylGlcADG(20:0_20:2_20:3)+NH4,1158.912,659.5973,465.2847,365.3051,369.3363,289.2537
AcylGlcADG(20:0_20:2_20:4)+NH4,1156.897,659.5973,463.269,365.3051,369.3363,287.238
AcylGlcADG(20:0_20:2_20:5)+NH4,1154.881,659.5973,461.2534,365.3051,369.3363,285.2224
AcylGlcADG(20:0_20:2_22:0)+NH4,1192.991,659.5973,499.3629,365.3051,369.3363,323.3319
AcylGlcADG(20:0_20:2_22:1)+NH4,1190.975,659.5973,497.3473,365.3051,369.3363,321.3163
AcylGlcADG(20:0_20:2_22:2)+NH4,1188.959,659.5973,495.3316,365.3051,369.3363,319.3006
AcylGlcADG(20:0_20:2_22:3)+NH4,1186.944,659.5973,493.316,365.3051,369.3363,317.285
AcylGlcADG(20:0_20:2_22:4)+NH4,1184.928,659.5973,491.3003,365.3051,369.3363,315.2693
AcylGlcADG(20:0_20:2_22:5)+NH4,1182.912,659.5973,489.2847,365.3051,369.3363,313.2537
AcylGlcADG(20:0_20:2_22:6)+NH4,1180.897,659.5973,487.269,365.3051,369.3363,311.238
AcylGlcADG(20:0_20:3_12:0)+NH4,1050.818,657.5816,359.2064,363.2894,369.3363,183.1754
AcylGlcADG(20:0_20:3_14:0)+NH4,1078.85,657.5816,387.2377,363.2894,369.3363,211.2067
AcylGlcADG(20:0_20:3_14:1)+NH4,1076.834,657.5816,385.2221,363.2894,369.3363,209.1911
AcylGlcADG(20:0_20:3_16:0)+NH4,1106.881,657.5816,415.269,363.2894,369.3363,239.238
AcylGlcADG(20:0_20:3_16:1)+NH4,1104.865,657.5816,413.2534,363.2894,369.3363,237.2224
AcylGlcADG(20:0_20:3_16:2)+NH4,1102.85,657.5816,411.2377,363.2894,369.3363,235.2067
AcylGlcADG(20:0_20:3_16:3)+NH4,1100.834,657.5816,409.2221,363.2894,369.3363,233.1911
AcylGlcADG(20:0_20:3_16:4)+NH4,1098.818,657.5816,407.2064,363.2894,369.3363,231.1754
AcylGlcADG(20:0_20:3_18:0)+NH4,1134.912,657.5816,443.3003,363.2894,369.3363,267.2693
AcylGlcADG(20:0_20:3_18:1)+NH4,1132.897,657.5816,441.2847,363.2894,369.3363,265.2537
AcylGlcADG(20:0_20:3_18:2)+NH4,1130.881,657.5816,439.269,363.2894,369.3363,263.238
AcylGlcADG(20:0_20:3_18:3)+NH4,1128.865,657.5816,437.2534,363.2894,369.3363,261.2224
AcylGlcADG(20:0_20:3_18:4)+NH4,1126.85,657.5816,435.2377,363.2894,369.3363,259.2067
AcylGlcADG(20:0_20:3_18:5)+NH4,1124.834,657.5816,433.2221,363.2894,369.3363,257.1911
AcylGlcADG(20:0_20:3_20:0)+NH4,1162.944,657.5816,471.3316,363.2894,369.3363,295.3006
AcylGlcADG(20:0_20:3_20:1)+NH4,1160.928,657.5816,469.316,363.2894,369.3363,293.285
AcylGlcADG(20:0_20:3_20:2)+NH4,1158.912,657.5816,467.3003,363.2894,369.3363,291.2693
AcylGlcADG(20:0_20:3_20:3)+NH4,1156.897,657.5816,465.2847,363.2894,369.3363,289.2537
AcylGlcADG(20:0_20:3_20:4)+NH4,1154.881,657.5816,463.269,363.2894,369.3363,287.238
AcylGlcADG(20:0_20:3_20:5)+NH4,1152.865,657.5816,461.2534,363.2894,369.3363,285.2224
AcylGlcADG(20:0_20:3_22:0)+NH4,1190.975,657.5816,499.3629,363.2894,369.3363,323.3319
AcylGlcADG(20:0_20:3_22:1)+NH4,1188.959,657.5816,497.3473,363.2894,369.3363,321.3163
AcylGlcADG(20:0_20:3_22:2)+NH4,1186.944,657.5816,495.3316,363.2894,369.3363,319.3006
AcylGlcADG(20:0_20:3_22:3)+NH4,1184.928,657.5816,493.316,363.2894,369.3363,317.285
AcylGlcADG(20:0_20:3_22:4)+NH4,1182.912,657.5816,491.3003,363.2894,369.3363,315.2693
AcylGlcADG(20:0_20:3_22:5)+NH4,1180.897,657.5816,489.2847,363.2894,369.3363,313.2537
AcylGlcADG(20:0_20:3_22:6)+NH4,1178.881,657.5816,487.269,363.2894,369.3363,311.238
AcylGlcADG(20:0_20:4_12:0)+NH4,1048.803,655.566,359.2064,361.2737,369.3363,183.1754
AcylGlcADG(20:0_20:4_14:0)+NH4,1076.834,655.566,387.2377,361.2737,369.3363,211.2067
AcylGlcADG(20:0_20:4_14:1)+NH4,1074.818,655.566,385.2221,361.2737,369.3363,209.1911
AcylGlcADG(20:0_20:4_16:0)+NH4,1104.865,655.566,415.269,361.2737,369.3363,239.238
AcylGlcADG(20:0_20:4_16:1)+NH4,1102.85,655.566,413.2534,361.2737,369.3363,237.2224
AcylGlcADG(20:0_20:4_16:2)+NH4,1100.834,655.566,411.2377,361.2737,369.3363,235.2067
AcylGlcADG(20:0_20:4_16:3)+NH4,1098.818,655.566,409.2221,361.2737,369.3363,233.1911
AcylGlcADG(20:0_20:4_16:4)+NH4,1096.803,655.566,407.2064,361.2737,369.3363,231.1754
AcylGlcADG(20:0_20:4_18:0)+NH4,1132.897,655.566,443.3003,361.2737,369.3363,267.2693
AcylGlcADG(20:0_20:4_18:1)+NH4,1130.881,655.566,441.2847,361.2737,369.3363,265.2537
AcylGlcADG(20:0_20:4_18:2)+NH4,1128.865,655.566,439.269,361.2737,369.3363,263.238
AcylGlcADG(20:0_20:4_18:3)+NH4,1126.85,655.566,437.2534,361.2737,369.3363,261.2224
AcylGlcADG(20:0_20:4_18:4)+NH4,1124.834,655.566,435.2377,361.2737,369.3363,259.2067
AcylGlcADG(20:0_20:4_18:5)+NH4,1122.818,655.566,433.2221,361.2737,369.3363,257.1911
AcylGlcADG(20:0_20:4_20:0)+NH4,1160.928,655.566,471.3316,361.2737,369.3363,295.3006
AcylGlcADG(20:0_20:4_20:1)+NH4,1158.912,655.566,469.316,361.2737,369.3363,293.285
AcylGlcADG(20:0_20:4_20:2)+NH4,1156.897,655.566,467.3003,361.2737,369.3363,291.2693
AcylGlcADG(20:0_20:4_20:3)+NH4,1154.881,655.566,465.2847,361.2737,369.3363,289.2537
AcylGlcADG(20:0_20:4_20:4)+NH4,1152.865,655.566,463.269,361.2737,369.3363,287.238
AcylGlcADG(20:0_20:4_20:5)+NH4,1150.85,655.566,461.2534,361.2737,369.3363,285.2224
AcylGlcADG(20:0_20:4_22:0)+NH4,1188.959,655.566,499.3629,361.2737,369.3363,323.3319
AcylGlcADG(20:0_20:4_22:1)+NH4,1186.944,655.566,497.3473,361.2737,369.3363,321.3163
AcylGlcADG(20:0_20:4_22:2)+NH4,1184.928,655.566,495.3316,361.2737,369.3363,319.3006
AcylGlcADG(20:0_20:4_22:3)+NH4,1182.912,655.566,493.316,361.2737,369.3363,317.285
AcylGlcADG(20:0_20:4_22:4)+NH4,1180.897,655.566,491.3003,361.2737,369.3363,315.2693
AcylGlcADG(20:0_20:4_22:5)+NH4,1178.881,655.566,489.2847,361.2737,369.3363,313.2537
AcylGlcADG(20:0_20:4_22:6)+NH4,1176.865,655.566,487.269,361.2737,369.3363,311.238
AcylGlcADG(20:0_20:5_12:0)+NH4,1046.787,653.5504,359.2064,359.2581,369.3363,183.1754
AcylGlcADG(20:0_20:5_14:0)+NH4,1074.818,653.5504,387.2377,359.2581,369.3363,211.2067
AcylGlcADG(20:0_20:5_14:1)+NH4,1072.803,653.5504,385.2221,359.2581,369.3363,209.1911
AcylGlcADG(20:0_20:5_16:0)+NH4,1102.85,653.5504,415.269,359.2581,369.3363,239.238
AcylGlcADG(20:0_20:5_16:1)+NH4,1100.834,653.5504,413.2534,359.2581,369.3363,237.2224
AcylGlcADG(20:0_20:5_16:2)+NH4,1098.818,653.5504,411.2377,359.2581,369.3363,235.2067
AcylGlcADG(20:0_20:5_16:3)+NH4,1096.803,653.5504,409.2221,359.2581,369.3363,233.1911
AcylGlcADG(20:0_20:5_16:4)+NH4,1094.787,653.5504,407.2064,359.2581,369.3363,231.1754
AcylGlcADG(20:0_20:5_18:0)+NH4,1130.881,653.5504,443.3003,359.2581,369.3363,267.2693
AcylGlcADG(20:0_20:5_18:1)+NH4,1128.865,653.5504,441.2847,359.2581,369.3363,265.2537
AcylGlcADG(20:0_20:5_18:2)+NH4,1126.85,653.5504,439.269,359.2581,369.3363,263.238
AcylGlcADG(20:0_20:5_18:3)+NH4,1124.834,653.5504,437.2534,359.2581,369.3363,261.2224
AcylGlcADG(20:0_20:5_18:4)+NH4,1122.818,653.5504,435.2377,359.2581,369.3363,259.2067
AcylGlcADG(20:0_20:5_18:5)+NH4,1120.803,653.5504,433.2221,359.2581,369.3363,257.1911
AcylGlcADG(20:0_20:5_20:0)+NH4,1158.912,653.5504,471.3316,359.2581,369.3363,295.3006
AcylGlcADG(20:0_20:5_20:1)+NH4,1156.897,653.5504,469.316,359.2581,369.3363,293.285
AcylGlcADG(20:0_20:5_20:2)+NH4,1154.881,653.5504,467.3003,359.2581,369.3363,291.2693
AcylGlcADG(20:0_20:5_20:3)+NH4,1152.865,653.5504,465.2847,359.2581,369.3363,289.2537
AcylGlcADG(20:0_20:5_20:4)+NH4,1150.85,653.5504,463.269,359.2581,369.3363,287.238
AcylGlcADG(20:0_20:5_20:5)+NH4,1148.834,653.5504,461.2534,359.2581,369.3363,285.2224
AcylGlcADG(20:0_20:5_22:0)+NH4,1186.944,653.5504,499.3629,359.2581,369.3363,323.3319
AcylGlcADG(20:0_20:5_22:1)+NH4,1184.928,653.5504,497.3473,359.2581,369.3363,321.3163
AcylGlcADG(20:0_20:5_22:2)+NH4,1182.912,653.5504,495.3316,359.2581,369.3363,319.3006
AcylGlcADG(20:0_20:5_22:3)+NH4,1180.897,653.5504,493.316,359.2581,369.3363,317.285
AcylGlcADG(20:0_20:5_22:4)+NH4,1178.881,653.5504,491.3003,359.2581,369.3363,315.2693
AcylGlcADG(20:0_20:5_22:5)+NH4,1176.865,653.5504,489.2847,359.2581,369.3363,313.2537
AcylGlcADG(20:0_20:5_22:6)+NH4,1174.85,653.5504,487.269,359.2581,369.3363,311.238
AcylGlcADG(20:0_22:0_12:0)+NH4,1084.897,691.6599,359.2064,397.3676,369.3363,183.1754
AcylGlcADG(20:0_22:0_14:0)+NH4,1112.928,691.6599,387.2377,397.3676,369.3363,211.2067
AcylGlcADG(20:0_22:0_14:1)+NH4,1110.912,691.6599,385.2221,397.3676,369.3363,209.1911
AcylGlcADG(20:0_22:0_16:0)+NH4,1140.959,691.6599,415.269,397.3676,369.3363,239.238
AcylGlcADG(20:0_22:0_16:1)+NH4,1138.944,691.6599,413.2534,397.3676,369.3363,237.2224
AcylGlcADG(20:0_22:0_16:2)+NH4,1136.928,691.6599,411.2377,397.3676,369.3363,235.2067
AcylGlcADG(20:0_22:0_16:3)+NH4,1134.912,691.6599,409.2221,397.3676,369.3363,233.1911
AcylGlcADG(20:0_22:0_16:4)+NH4,1132.897,691.6599,407.2064,397.3676,369.3363,231.1754
AcylGlcADG(20:0_22:0_18:0)+NH4,1168.991,691.6599,443.3003,397.3676,369.3363,267.2693
AcylGlcADG(20:0_22:0_18:1)+NH4,1166.975,691.6599,441.2847,397.3676,369.3363,265.2537
AcylGlcADG(20:0_22:0_18:2)+NH4,1164.959,691.6599,439.269,397.3676,369.3363,263.238
AcylGlcADG(20:0_22:0_18:3)+NH4,1162.944,691.6599,437.2534,397.3676,369.3363,261.2224
AcylGlcADG(20:0_22:0_18:4)+NH4,1160.928,691.6599,435.2377,397.3676,369.3363,259.2067
AcylGlcADG(20:0_22:0_18:5)+NH4,1158.912,691.6599,433.2221,397.3676,369.3363,257.1911
AcylGlcADG(20:0_22:0_20:0)+NH4,1197.022,691.6599,471.3316,397.3676,369.3363,295.3006
AcylGlcADG(20:0_22:0_20:1)+NH4,1195.006,691.6599,469.316,397.3676,369.3363,293.285
AcylGlcADG(20:0_22:0_20:2)+NH4,1192.991,691.6599,467.3003,397.3676,369.3363,291.2693
AcylGlcADG(20:0_22:0_20:3)+NH4,1190.975,691.6599,465.2847,397.3676,369.3363,289.2537
AcylGlcADG(20:0_22:0_20:4)+NH4,1188.959,691.6599,463.269,397.3676,369.3363,287.238
AcylGlcADG(20:0_22:0_20:5)+NH4,1186.944,691.6599,461.2534,397.3676,369.3363,285.2224
AcylGlcADG(20:0_22:0_22:0)+NH4,1225.053,691.6599,499.3629,397.3676,369.3363,323.3319
AcylGlcADG(20:0_22:0_22:1)+NH4,1223.038,691.6599,497.3473,397.3676,369.3363,321.3163
AcylGlcADG(20:0_22:0_22:2)+NH4,1221.022,691.6599,495.3316,397.3676,369.3363,319.3006
AcylGlcADG(20:0_22:0_22:3)+NH4,1219.006,691.6599,493.316,397.3676,369.3363,317.285
AcylGlcADG(20:0_22:0_22:4)+NH4,1216.991,691.6599,491.3003,397.3676,369.3363,315.2693
AcylGlcADG(20:0_22:0_22:5)+NH4,1214.975,691.6599,489.2847,397.3676,369.3363,313.2537
AcylGlcADG(20:0_22:0_22:6)+NH4,1212.959,691.6599,487.269,397.3676,369.3363,311.238
AcylGlcADG(20:0_22:1_12:0)+NH4,1082.881,689.6442,359.2064,395.352,369.3363,183.1754
AcylGlcADG(20:0_22:1_14:0)+NH4,1110.912,689.6442,387.2377,395.352,369.3363,211.2067
AcylGlcADG(20:0_22:1_14:1)+NH4,1108.897,689.6442,385.2221,395.352,369.3363,209.1911
AcylGlcADG(20:0_22:1_16:0)+NH4,1138.944,689.6442,415.269,395.352,369.3363,239.238
AcylGlcADG(20:0_22:1_16:1)+NH4,1136.928,689.6442,413.2534,395.352,369.3363,237.2224
AcylGlcADG(20:0_22:1_16:2)+NH4,1134.912,689.6442,411.2377,395.352,369.3363,235.2067
AcylGlcADG(20:0_22:1_16:3)+NH4,1132.897,689.6442,409.2221,395.352,369.3363,233.1911
AcylGlcADG(20:0_22:1_16:4)+NH4,1130.881,689.6442,407.2064,395.352,369.3363,231.1754
AcylGlcADG(20:0_22:1_18:0)+NH4,1166.975,689.6442,443.3003,395.352,369.3363,267.2693
AcylGlcADG(20:0_22:1_18:1)+NH4,1164.959,689.6442,441.2847,395.352,369.3363,265.2537
AcylGlcADG(20:0_22:1_18:2)+NH4,1162.944,689.6442,439.269,395.352,369.3363,263.238
AcylGlcADG(20:0_22:1_18:3)+NH4,1160.928,689.6442,437.2534,395.352,369.3363,261.2224
AcylGlcADG(20:0_22:1_18:4)+NH4,1158.912,689.6442,435.2377,395.352,369.3363,259.2067
AcylGlcADG(20:0_22:1_18:5)+NH4,1156.897,689.6442,433.2221,395.352,369.3363,257.1911
AcylGlcADG(20:0_22:1_20:0)+NH4,1195.006,689.6442,471.3316,395.352,369.3363,295.3006
AcylGlcADG(20:0_22:1_20:1)+NH4,1192.991,689.6442,469.316,395.352,369.3363,293.285
AcylGlcADG(20:0_22:1_20:2)+NH4,1190.975,689.6442,467.3003,395.352,369.3363,291.2693
AcylGlcADG(20:0_22:1_20:3)+NH4,1188.959,689.6442,465.2847,395.352,369.3363,289.2537
AcylGlcADG(20:0_22:1_20:4)+NH4,1186.944,689.6442,463.269,395.352,369.3363,287.238
AcylGlcADG(20:0_22:1_20:5)+NH4,1184.928,689.6442,461.2534,395.352,369.3363,285.2224
AcylGlcADG(20:0_22:1_22:0)+NH4,1223.038,689.6442,499.3629,395.352,369.3363,323.3319
AcylGlcADG(20:0_22:1_22:1)+NH4,1221.022,689.6442,497.3473,395.352,369.3363,321.3163
AcylGlcADG(20:0_22:1_22:2)+NH4,1219.006,689.6442,495.3316,395.352,369.3363,319.3006
AcylGlcADG(20:0_22:1_22:3)+NH4,1216.991,689.6442,493.316,395.352,369.3363,317.285
AcylGlcADG(20:0_22:1_22:4)+NH4,1214.975,689.6442,491.3003,395.352,369.3363,315.2693
AcylGlcADG(20:0_22:1_22:5)+NH4,1212.959,689.6442,489.2847,395.352,369.3363,313.2537
AcylGlcADG(20:0_22:1_22:6)+NH4,1210.944,689.6442,487.269,395.352,369.3363,311.238
AcylGlcADG(20:0_22:2_12:0)+NH4,1080.865,687.6286,359.2064,393.3363,369.3363,183.1754
AcylGlcADG(20:0_22:2_14:0)+NH4,1108.897,687.6286,387.2377,393.3363,369.3363,211.2067
AcylGlcADG(20:0_22:2_14:1)+NH4,1106.881,687.6286,385.2221,393.3363,369.3363,209.1911
AcylGlcADG(20:0_22:2_16:0)+NH4,1136.928,687.6286,415.269,393.3363,369.3363,239.238
AcylGlcADG(20:0_22:2_16:1)+NH4,1134.912,687.6286,413.2534,393.3363,369.3363,237.2224
AcylGlcADG(20:0_22:2_16:2)+NH4,1132.897,687.6286,411.2377,393.3363,369.3363,235.2067
AcylGlcADG(20:0_22:2_16:3)+NH4,1130.881,687.6286,409.2221,393.3363,369.3363,233.1911
AcylGlcADG(20:0_22:2_16:4)+NH4,1128.865,687.6286,407.2064,393.3363,369.3363,231.1754
AcylGlcADG(20:0_22:2_18:0)+NH4,1164.959,687.6286,443.3003,393.3363,369.3363,267.2693
AcylGlcADG(20:0_22:2_18:1)+NH4,1162.944,687.6286,441.2847,393.3363,369.3363,265.2537
AcylGlcADG(20:0_22:2_18:2)+NH4,1160.928,687.6286,439.269,393.3363,369.3363,263.238
AcylGlcADG(20:0_22:2_18:3)+NH4,1158.912,687.6286,437.2534,393.3363,369.3363,261.2224
AcylGlcADG(20:0_22:2_18:4)+NH4,1156.897,687.6286,435.2377,393.3363,369.3363,259.2067
AcylGlcADG(20:0_22:2_18:5)+NH4,1154.881,687.6286,433.2221,393.3363,369.3363,257.1911
AcylGlcADG(20:0_22:2_20:0)+NH4,1192.991,687.6286,471.3316,393.3363,369.3363,295.3006
AcylGlcADG(20:0_22:2_20:1)+NH4,1190.975,687.6286,469.316,393.3363,369.3363,293.285
AcylGlcADG(20:0_22:2_20:2)+NH4,1188.959,687.6286,467.3003,393.3363,369.3363,291.2693
AcylGlcADG(20:0_22:2_20:3)+NH4,1186.944,687.6286,465.2847,393.3363,369.3363,289.2537
AcylGlcADG(20:0_22:2_20:4)+NH4,1184.928,687.6286,463.269,393.3363,369.3363,287.238
AcylGlcADG(20:0_22:2_20:5)+NH4,1182.912,687.6286,461.2534,393.3363,369.3363,285.2224
AcylGlcADG(20:0_22:2_22:0)+NH4,1221.022,687.6286,499.3629,393.3363,369.3363,323.3319
AcylGlcADG(20:0_22:2_22:1)+NH4,1219.006,687.6286,497.3473,393.3363,369.3363,321.3163
AcylGlcADG(20:0_22:2_22:2)+NH4,1216.991,687.6286,495.3316,393.3363,369.3363,319.3006
AcylGlcADG(20:0_22:2_22:3)+NH4,1214.975,687.6286,493.316,393.3363,369.3363,317.285
AcylGlcADG(20:0_22:2_22:4)+NH4,1212.959,687.6286,491.3003,393.3363,369.3363,315.2693
AcylGlcADG(20:0_22:2_22:5)+NH4,1210.944,687.6286,489.2847,393.3363,369.3363,313.2537
AcylGlcADG(20:0_22:2_22:6)+NH4,1208.928,687.6286,487.269,393.3363,369.3363,311.238
AcylGlcADG(20:0_22:3_12:0)+NH4,1078.85,685.6129,359.2064,391.3207,369.3363,183.1754
AcylGlcADG(20:0_22:3_14:0)+NH4,1106.881,685.6129,387.2377,391.3207,369.3363,211.2067
AcylGlcADG(20:0_22:3_14:1)+NH4,1104.865,685.6129,385.2221,391.3207,369.3363,209.1911
AcylGlcADG(20:0_22:3_16:0)+NH4,1134.912,685.6129,415.269,391.3207,369.3363,239.238
AcylGlcADG(20:0_22:3_16:1)+NH4,1132.897,685.6129,413.2534,391.3207,369.3363,237.2224
AcylGlcADG(20:0_22:3_16:2)+NH4,1130.881,685.6129,411.2377,391.3207,369.3363,235.2067
AcylGlcADG(20:0_22:3_16:3)+NH4,1128.865,685.6129,409.2221,391.3207,369.3363,233.1911
AcylGlcADG(20:0_22:3_16:4)+NH4,1126.85,685.6129,407.2064,391.3207,369.3363,231.1754
AcylGlcADG(20:0_22:3_18:0)+NH4,1162.944,685.6129,443.3003,391.3207,369.3363,267.2693
AcylGlcADG(20:0_22:3_18:1)+NH4,1160.928,685.6129,441.2847,391.3207,369.3363,265.2537
AcylGlcADG(20:0_22:3_18:2)+NH4,1158.912,685.6129,439.269,391.3207,369.3363,263.238
AcylGlcADG(20:0_22:3_18:3)+NH4,1156.897,685.6129,437.2534,391.3207,369.3363,261.2224
AcylGlcADG(20:0_22:3_18:4)+NH4,1154.881,685.6129,435.2377,391.3207,369.3363,259.2067
AcylGlcADG(20:0_22:3_18:5)+NH4,1152.865,685.6129,433.2221,391.3207,369.3363,257.1911
AcylGlcADG(20:0_22:3_20:0)+NH4,1190.975,685.6129,471.3316,391.3207,369.3363,295.3006
AcylGlcADG(20:0_22:3_20:1)+NH4,1188.959,685.6129,469.316,391.3207,369.3363,293.285
AcylGlcADG(20:0_22:3_20:2)+NH4,1186.944,685.6129,467.3003,391.3207,369.3363,291.2693
AcylGlcADG(20:0_22:3_20:3)+NH4,1184.928,685.6129,465.2847,391.3207,369.3363,289.2537
AcylGlcADG(20:0_22:3_20:4)+NH4,1182.912,685.6129,463.269,391.3207,369.3363,287.238
AcylGlcADG(20:0_22:3_20:5)+NH4,1180.897,685.6129,461.2534,391.3207,369.3363,285.2224
AcylGlcADG(20:0_22:3_22:0)+NH4,1219.006,685.6129,499.3629,391.3207,369.3363,323.3319
AcylGlcADG(20:0_22:3_22:1)+NH4,1216.991,685.6129,497.3473,391.3207,369.3363,321.3163
AcylGlcADG(20:0_22:3_22:2)+NH4,1214.975,685.6129,495.3316,391.3207,369.3363,319.3006
AcylGlcADG(20:0_22:3_22:3)+NH4,1212.959,685.6129,493.316,391.3207,369.3363,317.285
AcylGlcADG(20:0_22:3_22:4)+NH4,1210.944,685.6129,491.3003,391.3207,369.3363,315.2693
AcylGlcADG(20:0_22:3_22:5)+NH4,1208.928,685.6129,489.2847,391.3207,369.3363,313.2537
AcylGlcADG(20:0_22:3_22:6)+NH4,1206.912,685.6129,487.269,391.3207,369.3363,311.238
AcylGlcADG(20:0_22:4_12:0)+NH4,1076.834,683.5973,359.2064,389.3051,369.3363,183.1754
