ether-TG,[M+NH4]+,NL R2COOH,NL R3COOH,RCO_2,RCO_3,RCO2+74.0368,RCO3+74.0368,RCO2+74-H2O,RCO3+74-H2O
plasmenyl-TG(P-20:1_15:0_21:0)+NH4,918.885,659.6337,575.5398,225.22134,309.31524,299.2581364,383.3520364,281.2475714,365.3414714
plasmenyl-TG(P-20:1_15:0_22:0)+NH4,932.9006,673.6493,575.5398,225.22134,323.33084,299.2581364,397.3676364,281.2475714,379.3570714
plasmenyl-TG(P-20:1_15:0_22:1)+NH4,930.885,671.6337,575.5398,225.22134,321.31524,299.2581364,395.3520364,281.2475714,377.3414714
plasmenyl-TG(P-20:1_15:0_22:2)+NH4,928.8693,669.618,575.5398,225.22134,319.29954,299.2581364,393.3363364,281.2475714,375.3257714
plasmenyl-TG(P-20:1_15:0_22:3)+NH4,926.8537,667.6024,575.5398,225.22134,317.28394,299.2581364,391.3207364,281.2475714,373.3101714
plasmenyl-TG(P-20:1_15:0_22:4)+NH4,924.838,665.5867,575.5398,225.22134,315.26824,299.2581364,389.3050364,281.2475714,371.2944714
plasmenyl-TG(P-20:1_15:0_22:5)+NH4,922.8224,663.5711,575.5398,225.22134,313.25264,299.2581364,387.2894364,281.2475714,369.2788714
plasmenyl-TG(P-20:1_15:0_22:6)+NH4,920.8067,661.5554,575.5398,225.22134,311.23694,299.2581364,385.2737364,281.2475714,367.2631714
plasmenyl-TG(P-20:1_15:0_23:0)+NH4,946.9163,687.665,575.5398,225.22134,337.34654,299.2581364,411.3833364,281.2475714,393.3727714
plasmenyl-TG(P-20:1_15:0_24:0)+NH4,960.9319,701.6806,575.5398,225.22134,351.36214,299.2581364,425.3989364,281.2475714,407.3883714
plasmenyl-TG(P-20:1_15:0_24:1)+NH4,958.9163,699.665,575.5398,225.22134,349.34654,299.2581364,423.3833364,281.2475714,405.3727714
plasmenyl-TG(P-20:1_15:0_25:0)+NH4,974.9476,715.6963,575.5398,225.22134,365.37784,299.2581364,439.4146364,281.2475714,421.4040714
plasmenyl-TG(P-20:1_15:0_26:0)+NH4,988.9632,729.7119,575.5398,225.22134,379.39344,299.2581364,453.4302364,281.2475714,435.4196714
plasmenyl-TG(P-20:1_15:1_15:1)+NH4,830.7597,573.5241,573.5241,223.20564,223.20564,297.2424364,297.2424364,279.2318714,279.2318714
plasmenyl-TG(P-20:1_15:1_16:0)+NH4,846.791,589.5554,573.5241,223.20564,239.23694,297.2424364,313.2737364,279.2318714,295.2631714
plasmenyl-TG(P-20:1_15:1_16:1)+NH4,844.7754,587.5398,573.5241,223.20564,237.22134,297.2424364,311.2581364,279.2318714,293.2475714
plasmenyl-TG(P-20:1_15:1_17:0)+NH4,860.8067,603.5711,573.5241,223.20564,253.25264,297.2424364,327.2894364,279.2318714,309.2788714
plasmenyl-TG(P-20:1_15:1_17:1)+NH4,858.791,601.5554,573.5241,223.20564,251.23694,297.2424364,325.2737364,279.2318714,307.2631714
plasmenyl-TG(P-20:1_15:1_17:2)+NH4,856.7754,599.5398,573.5241,223.20564,249.22134,297.2424364,323.2581364,279.2318714,305.2475714
plasmenyl-TG(P-20:1_15:1_18:0)+NH4,874.8223,617.5867,573.5241,223.20564,267.26824,297.2424364,341.3050364,279.2318714,323.2944714
plasmenyl-TG(P-20:1_15:1_18:1)+NH4,872.8067,615.5711,573.5241,223.20564,265.25264,297.2424364,339.2894364,279.2318714,321.2788714
plasmenyl-TG(P-20:1_15:1_18:2)+NH4,870.791,613.5554,573.5241,223.20564,263.23694,297.2424364,337.2737364,279.2318714,319.2631714
plasmenyl-TG(P-20:1_15:1_18:3)+NH4,868.7754,611.5398,573.5241,223.20564,261.22134,297.2424364,335.2581364,279.2318714,317.2475714
plasmenyl-TG(P-20:1_15:1_18:4)+NH4,866.7597,609.5241,573.5241,223.20564,259.20564,297.2424364,333.2424364,279.2318714,315.2318714
plasmenyl-TG(P-20:1_15:1_19:0)+NH4,888.838,631.6024,573.5241,223.20564,281.28394,297.2424364,355.3207364,279.2318714,337.3101714
plasmenyl-TG(P-20:1_15:1_20:0)+NH4,902.8536,645.618,573.5241,223.20564,295.29954,297.2424364,369.3363364,279.2318714,351.3257714
plasmenyl-TG(P-20:1_15:1_20:1)+NH4,900.838,643.6024,573.5241,223.20564,293.28394,297.2424364,367.3207364,279.2318714,349.3101714
plasmenyl-TG(P-20:1_15:1_20:2)+NH4,898.8223,641.5867,573.5241,223.20564,291.26824,297.2424364,365.3050364,279.2318714,347.2944714
plasmenyl-TG(P-20:1_15:1_20:3)+NH4,896.8067,639.5711,573.5241,223.20564,289.25264,297.2424364,363.2894364,279.2318714,345.2788714
plasmenyl-TG(P-20:1_15:1_20:4)+NH4,894.791,637.5554,573.5241,223.20564,287.23694,297.2424364,361.2737364,279.2318714,343.2631714
plasmenyl-TG(P-20:1_15:1_20:5)+NH4,892.7754,635.5398,573.5241,223.20564,285.22134,297.2424364,359.2581364,279.2318714,341.2475714
plasmenyl-TG(P-20:1_15:1_21:0)+NH4,916.8693,659.6337,573.5241,223.20564,309.31524,297.2424364,383.3520364,279.2318714,365.3414714
plasmenyl-TG(P-20:1_15:1_22:0)+NH4,930.8849,673.6493,573.5241,223.20564,323.33084,297.2424364,397.3676364,279.2318714,379.3570714
plasmenyl-TG(P-20:1_15:1_22:1)+NH4,928.8693,671.6337,573.5241,223.20564,321.31524,297.2424364,395.3520364,279.2318714,377.3414714
plasmenyl-TG(P-20:1_15:1_22:2)+NH4,926.8536,669.618,573.5241,223.20564,319.29954,297.2424364,393.3363364,279.2318714,375.3257714
plasmenyl-TG(P-20:1_15:1_22:3)+NH4,924.838,667.6024,573.5241,223.20564,317.28394,297.2424364,391.3207364,279.2318714,373.3101714
plasmenyl-TG(P-20:1_15:1_22:4)+NH4,922.8223,665.5867,573.5241,223.20564,315.26824,297.2424364,389.3050364,279.2318714,371.2944714
plasmenyl-TG(P-20:1_15:1_22:5)+NH4,920.8067,663.5711,573.5241,223.20564,313.25264,297.2424364,387.2894364,279.2318714,369.2788714
plasmenyl-TG(P-20:1_15:1_22:6)+NH4,918.791,661.5554,573.5241,223.20564,311.23694,297.2424364,385.2737364,279.2318714,367.2631714
plasmenyl-TG(P-20:1_15:1_23:0)+NH4,944.9006,687.665,573.5241,223.20564,337.34654,297.2424364,411.3833364,279.2318714,393.3727714
plasmenyl-TG(P-20:1_15:1_24:0)+NH4,958.9162,701.6806,573.5241,223.20564,351.36214,297.2424364,425.3989364,279.2318714,407.3883714
plasmenyl-TG(P-20:1_15:1_24:1)+NH4,956.9006,699.665,573.5241,223.20564,349.34654,297.2424364,423.3833364,279.2318714,405.3727714
plasmenyl-TG(P-20:1_15:1_25:0)+NH4,972.9319,715.6963,573.5241,223.20564,365.37784,297.2424364,439.4146364,279.2318714,421.4040714
plasmenyl-TG(P-20:1_15:1_26:0)+NH4,986.9475,729.7119,573.5241,223.20564,379.39344,297.2424364,453.4302364,279.2318714,435.4196714
plasmenyl-TG(P-20:1_16:0_16:0)+NH4,862.8223,589.5554,589.5554,239.23694,239.23694,313.2737364,313.2737364,295.2631714,295.2631714
plasmenyl-TG(P-20:1_16:0_16:1)+NH4,860.8067,587.5398,589.5554,239.23694,237.22134,313.2737364,311.2581364,295.2631714,293.2475714
plasmenyl-TG(P-20:1_16:0_17:0)+NH4,876.838,603.5711,589.5554,239.23694,253.25264,313.2737364,327.2894364,295.2631714,309.2788714
plasmenyl-TG(P-20:1_16:0_17:1)+NH4,874.8223,601.5554,589.5554,239.23694,251.23694,313.2737364,325.2737364,295.2631714,307.2631714
plasmenyl-TG(P-20:1_16:0_17:2)+NH4,872.8067,599.5398,589.5554,239.23694,249.22134,313.2737364,323.2581364,295.2631714,305.2475714
plasmenyl-TG(P-20:1_16:0_18:0)+NH4,890.8536,617.5867,589.5554,239.23694,267.26824,313.2737364,341.3050364,295.2631714,323.2944714
plasmenyl-TG(P-20:1_16:0_18:1)+NH4,888.838,615.5711,589.5554,239.23694,265.25264,313.2737364,339.2894364,295.2631714,321.2788714
plasmenyl-TG(P-20:1_16:0_18:2)+NH4,886.8223,613.5554,589.5554,239.23694,263.23694,313.2737364,337.2737364,295.2631714,319.2631714
plasmenyl-TG(P-20:1_16:0_18:3)+NH4,884.8067,611.5398,589.5554,239.23694,261.22134,313.2737364,335.2581364,295.2631714,317.2475714
plasmenyl-TG(P-20:1_16:0_18:4)+NH4,882.791,609.5241,589.5554,239.23694,259.20564,313.2737364,333.2424364,295.2631714,315.2318714
plasmenyl-TG(P-20:1_16:0_19:0)+NH4,904.8693,631.6024,589.5554,239.23694,281.28394,313.2737364,355.3207364,295.2631714,337.3101714
plasmenyl-TG(P-20:1_16:0_20:0)+NH4,918.8849,645.618,589.5554,239.23694,295.29954,313.2737364,369.3363364,295.2631714,351.3257714
plasmenyl-TG(P-20:1_16:0_20:1)+NH4,916.8693,643.6024,589.5554,239.23694,293.28394,313.2737364,367.3207364,295.2631714,349.3101714
plasmenyl-TG(P-20:1_16:0_20:2)+NH4,914.8536,641.5867,589.5554,239.23694,291.26824,313.2737364,365.3050364,295.2631714,347.2944714
plasmenyl-TG(P-20:1_16:0_20:3)+NH4,912.838,639.5711,589.5554,239.23694,289.25264,313.2737364,363.2894364,295.2631714,345.2788714
plasmenyl-TG(P-20:1_16:0_20:4)+NH4,910.8223,637.5554,589.5554,239.23694,287.23694,313.2737364,361.2737364,295.2631714,343.2631714
plasmenyl-TG(P-20:1_16:0_20:5)+NH4,908.8067,635.5398,589.5554,239.23694,285.22134,313.2737364,359.2581364,295.2631714,341.2475714
plasmenyl-TG(P-20:1_16:0_21:0)+NH4,932.9006,659.6337,589.5554,239.23694,309.31524,313.2737364,383.3520364,295.2631714,365.3414714
plasmenyl-TG(P-20:1_16:0_22:0)+NH4,946.9162,673.6493,589.5554,239.23694,323.33084,313.2737364,397.3676364,295.2631714,379.3570714
plasmenyl-TG(P-20:1_16:0_22:1)+NH4,944.9006,671.6337,589.5554,239.23694,321.31524,313.2737364,395.3520364,295.2631714,377.3414714
plasmenyl-TG(P-20:1_16:0_22:2)+NH4,942.8849,669.618,589.5554,239.23694,319.29954,313.2737364,393.3363364,295.2631714,375.3257714
plasmenyl-TG(P-20:1_16:0_22:3)+NH4,940.8693,667.6024,589.5554,239.23694,317.28394,313.2737364,391.3207364,295.2631714,373.3101714
plasmenyl-TG(P-20:1_16:0_22:4)+NH4,938.8536,665.5867,589.5554,239.23694,315.26824,313.2737364,389.3050364,295.2631714,371.2944714
plasmenyl-TG(P-20:1_16:0_22:5)+NH4,936.838,663.5711,589.5554,239.23694,313.25264,313.2737364,387.2894364,295.2631714,369.2788714
plasmenyl-TG(P-20:1_16:0_22:6)+NH4,934.8223,661.5554,589.5554,239.23694,311.23694,313.2737364,385.2737364,295.2631714,367.2631714
plasmenyl-TG(P-20:1_16:0_23:0)+NH4,960.9319,687.665,589.5554,239.23694,337.34654,313.2737364,411.3833364,295.2631714,393.3727714
plasmenyl-TG(P-20:1_16:0_24:0)+NH4,974.9475,701.6806,589.5554,239.23694,351.36214,313.2737364,425.3989364,295.2631714,407.3883714
plasmenyl-TG(P-20:1_16:0_24:1)+NH4,972.9319,699.665,589.5554,239.23694,349.34654,313.2737364,423.3833364,295.2631714,405.3727714
plasmenyl-TG(P-20:1_16:0_25:0)+NH4,988.9632,715.6963,589.5554,239.23694,365.37784,313.2737364,439.4146364,295.2631714,421.4040714
plasmenyl-TG(P-20:1_16:0_26:0)+NH4,1002.9788,729.7119,589.5554,239.23694,379.39344,313.2737364,453.4302364,295.2631714,435.4196714
plasmenyl-TG(P-20:1_16:1_16:1)+NH4,858.7911,587.5398,587.5398,237.22134,237.22134,311.2581364,311.2581364,293.2475714,293.2475714
plasmenyl-TG(P-20:1_16:1_17:0)+NH4,874.8224,603.5711,587.5398,237.22134,253.25264,311.2581364,327.2894364,293.2475714,309.2788714
plasmenyl-TG(P-20:1_16:1_17:1)+NH4,872.8067,601.5554,587.5398,237.22134,251.23694,311.2581364,325.2737364,293.2475714,307.2631714
plasmenyl-TG(P-20:1_16:1_17:2)+NH4,870.7911,599.5398,587.5398,237.22134,249.22134,311.2581364,323.2581364,293.2475714,305.2475714
plasmenyl-TG(P-20:1_16:1_18:0)+NH4,888.838,617.5867,587.5398,237.22134,267.26824,311.2581364,341.3050364,293.2475714,323.2944714
plasmenyl-TG(P-20:1_16:1_18:1)+NH4,886.8224,615.5711,587.5398,237.22134,265.25264,311.2581364,339.2894364,293.2475714,321.2788714
plasmenyl-TG(P-20:1_16:1_18:2)+NH4,884.8067,613.5554,587.5398,237.22134,263.23694,311.2581364,337.2737364,293.2475714,319.2631714
plasmenyl-TG(P-20:1_16:1_18:3)+NH4,882.7911,611.5398,587.5398,237.22134,261.22134,311.2581364,335.2581364,293.2475714,317.2475714
plasmenyl-TG(P-20:1_16:1_18:4)+NH4,880.7754,609.5241,587.5398,237.22134,259.20564,311.2581364,333.2424364,293.2475714,315.2318714
plasmenyl-TG(P-20:1_16:1_19:0)+NH4,902.8537,631.6024,587.5398,237.22134,281.28394,311.2581364,355.3207364,293.2475714,337.3101714
plasmenyl-TG(P-20:1_16:1_20:0)+NH4,916.8693,645.618,587.5398,237.22134,295.29954,311.2581364,369.3363364,293.2475714,351.3257714
plasmenyl-TG(P-20:1_16:1_20:1)+NH4,914.8537,643.6024,587.5398,237.22134,293.28394,311.2581364,367.3207364,293.2475714,349.3101714
plasmenyl-TG(P-20:1_16:1_20:2)+NH4,912.838,641.5867,587.5398,237.22134,291.26824,311.2581364,365.3050364,293.2475714,347.2944714
plasmenyl-TG(P-20:1_16:1_20:3)+NH4,910.8224,639.5711,587.5398,237.22134,289.25264,311.2581364,363.2894364,293.2475714,345.2788714
plasmenyl-TG(P-20:1_16:1_20:4)+NH4,908.8067,637.5554,587.5398,237.22134,287.23694,311.2581364,361.2737364,293.2475714,343.2631714
plasmenyl-TG(P-20:1_16:1_20:5)+NH4,906.7911,635.5398,587.5398,237.22134,285.22134,311.2581364,359.2581364,293.2475714,341.2475714
plasmenyl-TG(P-20:1_16:1_21:0)+NH4,930.885,659.6337,587.5398,237.22134,309.31524,311.2581364,383.3520364,293.2475714,365.3414714
plasmenyl-TG(P-20:1_16:1_22:0)+NH4,944.9006,673.6493,587.5398,237.22134,323.33084,311.2581364,397.3676364,293.2475714,379.3570714
plasmenyl-TG(P-20:1_16:1_22:1)+NH4,942.885,671.6337,587.5398,237.22134,321.31524,311.2581364,395.3520364,293.2475714,377.3414714
plasmenyl-TG(P-20:1_16:1_22:2)+NH4,940.8693,669.618,587.5398,237.22134,319.29954,311.2581364,393.3363364,293.2475714,375.3257714
plasmenyl-TG(P-20:1_16:1_22:3)+NH4,938.8537,667.6024,587.5398,237.22134,317.28394,311.2581364,391.3207364,293.2475714,373.3101714
plasmenyl-TG(P-20:1_16:1_22:4)+NH4,936.838,665.5867,587.5398,237.22134,315.26824,311.2581364,389.3050364,293.2475714,371.2944714
plasmenyl-TG(P-20:1_16:1_22:5)+NH4,934.8224,663.5711,587.5398,237.22134,313.25264,311.2581364,387.2894364,293.2475714,369.2788714
plasmenyl-TG(P-20:1_16:1_22:6)+NH4,932.8067,661.5554,587.5398,237.22134,311.23694,311.2581364,385.2737364,293.2475714,367.2631714
plasmenyl-TG(P-20:1_16:1_23:0)+NH4,958.9163,687.665,587.5398,237.22134,337.34654,311.2581364,411.3833364,293.2475714,393.3727714
plasmenyl-TG(P-20:1_16:1_24:0)+NH4,972.9319,701.6806,587.5398,237.22134,351.36214,311.2581364,425.3989364,293.2475714,407.3883714
plasmenyl-TG(P-20:1_16:1_24:1)+NH4,970.9163,699.665,587.5398,237.22134,349.34654,311.2581364,423.3833364,293.2475714,405.3727714
plasmenyl-TG(P-20:1_16:1_25:0)+NH4,986.9476,715.6963,587.5398,237.22134,365.37784,311.2581364,439.4146364,293.2475714,421.4040714
plasmenyl-TG(P-20:1_16:1_26:0)+NH4,1000.9632,729.7119,587.5398,237.22134,379.39344,311.2581364,453.4302364,293.2475714,435.4196714
plasmenyl-TG(P-20:1_17:0_17:0)+NH4,890.8537,603.5711,603.5711,253.25264,253.25264,327.2894364,327.2894364,309.2788714,309.2788714
plasmenyl-TG(P-20:1_17:0_17:1)+NH4,888.838,601.5554,603.5711,253.25264,251.23694,327.2894364,325.2737364,309.2788714,307.2631714
plasmenyl-TG(P-20:1_17:0_17:2)+NH4,886.8224,599.5398,603.5711,253.25264,249.22134,327.2894364,323.2581364,309.2788714,305.2475714
plasmenyl-TG(P-20:1_17:0_18:0)+NH4,904.8693,617.5867,603.5711,253.25264,267.26824,327.2894364,341.3050364,309.2788714,323.2944714
plasmenyl-TG(P-20:1_17:0_18:1)+NH4,902.8537,615.5711,603.5711,253.25264,265.25264,327.2894364,339.2894364,309.2788714,321.2788714
plasmenyl-TG(P-20:1_17:0_18:2)+NH4,900.838,613.5554,603.5711,253.25264,263.23694,327.2894364,337.2737364,309.2788714,319.2631714
plasmenyl-TG(P-20:1_17:0_18:3)+NH4,898.8224,611.5398,603.5711,253.25264,261.22134,327.2894364,335.2581364,309.2788714,317.2475714
plasmenyl-TG(P-20:1_17:0_18:4)+NH4,896.8067,609.5241,603.5711,253.25264,259.20564,327.2894364,333.2424364,309.2788714,315.2318714
plasmenyl-TG(P-20:1_17:0_19:0)+NH4,918.885,631.6024,603.5711,253.25264,281.28394,327.2894364,355.3207364,309.2788714,337.3101714
plasmenyl-TG(P-20:1_17:0_20:0)+NH4,932.9006,645.618,603.5711,253.25264,295.29954,327.2894364,369.3363364,309.2788714,351.3257714
plasmenyl-TG(P-20:1_17:0_20:1)+NH4,930.885,643.6024,603.5711,253.25264,293.28394,327.2894364,367.3207364,309.2788714,349.3101714
plasmenyl-TG(P-20:1_17:0_20:2)+NH4,928.8693,641.5867,603.5711,253.25264,291.26824,327.2894364,365.3050364,309.2788714,347.2944714
plasmenyl-TG(P-20:1_17:0_20:3)+NH4,926.8537,639.5711,603.5711,253.25264,289.25264,327.2894364,363.2894364,309.2788714,345.2788714
plasmenyl-TG(P-20:1_17:0_20:4)+NH4,924.838,637.5554,603.5711,253.25264,287.23694,327.2894364,361.2737364,309.2788714,343.2631714
plasmenyl-TG(P-20:1_17:0_20:5)+NH4,922.8224,635.5398,603.5711,253.25264,285.22134,327.2894364,359.2581364,309.2788714,341.2475714
plasmenyl-TG(P-20:1_17:0_21:0)+NH4,946.9163,659.6337,603.5711,253.25264,309.31524,327.2894364,383.3520364,309.2788714,365.3414714
plasmenyl-TG(P-20:1_17:0_22:0)+NH4,960.9319,673.6493,603.5711,253.25264,323.33084,327.2894364,397.3676364,309.2788714,379.3570714
plasmenyl-TG(P-20:1_17:0_22:1)+NH4,958.9163,671.6337,603.5711,253.25264,321.31524,327.2894364,395.3520364,309.2788714,377.3414714
plasmenyl-TG(P-20:1_17:0_22:2)+NH4,956.9006,669.618,603.5711,253.25264,319.29954,327.2894364,393.3363364,309.2788714,375.3257714
plasmenyl-TG(P-20:1_17:0_22:3)+NH4,954.885,667.6024,603.5711,253.25264,317.28394,327.2894364,391.3207364,309.2788714,373.3101714
plasmenyl-TG(P-20:1_17:0_22:4)+NH4,952.8693,665.5867,603.5711,253.25264,315.26824,327.2894364,389.3050364,309.2788714,371.2944714
plasmenyl-TG(P-20:1_17:0_22:5)+NH4,950.8537,663.5711,603.5711,253.25264,313.25264,327.2894364,387.2894364,309.2788714,369.2788714
plasmenyl-TG(P-20:1_17:0_22:6)+NH4,948.838,661.5554,603.5711,253.25264,311.23694,327.2894364,385.2737364,309.2788714,367.2631714
plasmenyl-TG(P-20:1_17:0_23:0)+NH4,974.9476,687.665,603.5711,253.25264,337.34654,327.2894364,411.3833364,309.2788714,393.3727714
plasmenyl-TG(P-20:1_17:0_24:0)+NH4,988.9632,701.6806,603.5711,253.25264,351.36214,327.2894364,425.3989364,309.2788714,407.3883714
plasmenyl-TG(P-20:1_17:0_24:1)+NH4,986.9476,699.665,603.5711,253.25264,349.34654,327.2894364,423.3833364,309.2788714,405.3727714
plasmenyl-TG(P-20:1_17:0_25:0)+NH4,1002.9789,715.6963,603.5711,253.25264,365.37784,327.2894364,439.4146364,309.2788714,421.4040714
plasmenyl-TG(P-20:1_17:0_26:0)+NH4,1016.9945,729.7119,603.5711,253.25264,379.39344,327.2894364,453.4302364,309.2788714,435.4196714
plasmenyl-TG(P-20:1_17:1_17:1)+NH4,886.8223,601.5554,601.5554,251.23694,251.23694,325.2737364,325.2737364,307.2631714,307.2631714
plasmenyl-TG(P-20:1_17:1_17:2)+NH4,884.8067,599.5398,601.5554,251.23694,249.22134,325.2737364,323.2581364,307.2631714,305.2475714
plasmenyl-TG(P-20:1_17:1_18:0)+NH4,902.8536,617.5867,601.5554,251.23694,267.26824,325.2737364,341.3050364,307.2631714,323.2944714
plasmenyl-TG(P-20:1_17:1_18:1)+NH4,900.838,615.5711,601.5554,251.23694,265.25264,325.2737364,339.2894364,307.2631714,321.2788714
plasmenyl-TG(P-20:1_17:1_18:2)+NH4,898.8223,613.5554,601.5554,251.23694,263.23694,325.2737364,337.2737364,307.2631714,319.2631714
plasmenyl-TG(P-20:1_17:1_18:3)+NH4,896.8067,611.5398,601.5554,251.23694,261.22134,325.2737364,335.2581364,307.2631714,317.2475714
plasmenyl-TG(P-20:1_17:1_18:4)+NH4,894.791,609.5241,601.5554,251.23694,259.20564,325.2737364,333.2424364,307.2631714,315.2318714
plasmenyl-TG(P-20:1_17:1_19:0)+NH4,916.8693,631.6024,601.5554,251.23694,281.28394,325.2737364,355.3207364,307.2631714,337.3101714
plasmenyl-TG(P-20:1_17:1_20:0)+NH4,930.8849,645.618,601.5554,251.23694,295.29954,325.2737364,369.3363364,307.2631714,351.3257714
plasmenyl-TG(P-20:1_17:1_20:1)+NH4,928.8693,643.6024,601.5554,251.23694,293.28394,325.2737364,367.3207364,307.2631714,349.3101714
plasmenyl-TG(P-20:1_17:1_20:2)+NH4,926.8536,641.5867,601.5554,251.23694,291.26824,325.2737364,365.3050364,307.2631714,347.2944714
plasmenyl-TG(P-20:1_17:1_20:3)+NH4,924.838,639.5711,601.5554,251.23694,289.25264,325.2737364,363.2894364,307.2631714,345.2788714
plasmenyl-TG(P-20:1_17:1_20:4)+NH4,922.8223,637.5554,601.5554,251.23694,287.23694,325.2737364,361.2737364,307.2631714,343.2631714
plasmenyl-TG(P-20:1_17:1_20:5)+NH4,920.8067,635.5398,601.5554,251.23694,285.22134,325.2737364,359.2581364,307.2631714,341.2475714
plasmenyl-TG(P-20:1_17:1_21:0)+NH4,944.9006,659.6337,601.5554,251.23694,309.31524,325.2737364,383.3520364,307.2631714,365.3414714
plasmenyl-TG(P-20:1_17:1_22:0)+NH4,958.9162,673.6493,601.5554,251.23694,323.33084,325.2737364,397.3676364,307.2631714,379.3570714
plasmenyl-TG(P-20:1_17:1_22:1)+NH4,956.9006,671.6337,601.5554,251.23694,321.31524,325.2737364,395.3520364,307.2631714,377.3414714
plasmenyl-TG(P-20:1_17:1_22:2)+NH4,954.8849,669.618,601.5554,251.23694,319.29954,325.2737364,393.3363364,307.2631714,375.3257714
plasmenyl-TG(P-20:1_17:1_22:3)+NH4,952.8693,667.6024,601.5554,251.23694,317.28394,325.2737364,391.3207364,307.2631714,373.3101714
plasmenyl-TG(P-20:1_17:1_22:4)+NH4,950.8536,665.5867,601.5554,251.23694,315.26824,325.2737364,389.3050364,307.2631714,371.2944714
plasmenyl-TG(P-20:1_17:1_22:5)+NH4,948.838,663.5711,601.5554,251.23694,313.25264,325.2737364,387.2894364,307.2631714,369.2788714
plasmenyl-TG(P-20:1_17:1_22:6)+NH4,946.8223,661.5554,601.5554,251.23694,311.23694,325.2737364,385.2737364,307.2631714,367.2631714
plasmenyl-TG(P-20:1_17:1_23:0)+NH4,972.9319,687.665,601.5554,251.23694,337.34654,325.2737364,411.3833364,307.2631714,393.3727714
plasmenyl-TG(P-20:1_17:1_24:0)+NH4,986.9475,701.6806,601.5554,251.23694,351.36214,325.2737364,425.3989364,307.2631714,407.3883714
plasmenyl-TG(P-20:1_17:1_24:1)+NH4,984.9319,699.665,601.5554,251.23694,349.34654,325.2737364,423.3833364,307.2631714,405.3727714
plasmenyl-TG(P-20:1_17:1_25:0)+NH4,1000.9632,715.6963,601.5554,251.23694,365.37784,325.2737364,439.4146364,307.2631714,421.4040714
plasmenyl-TG(P-20:1_17:1_26:0)+NH4,1014.9788,729.7119,601.5554,251.23694,379.39344,325.2737364,453.4302364,307.2631714,435.4196714
plasmenyl-TG(P-20:1_17:2_17:2)+NH4,882.7911,599.5398,599.5398,249.22134,249.22134,323.2581364,323.2581364,305.2475714,305.2475714
plasmenyl-TG(P-20:1_17:2_18:0)+NH4,900.838,617.5867,599.5398,249.22134,267.26824,323.2581364,341.3050364,305.2475714,323.2944714
plasmenyl-TG(P-20:1_17:2_18:1)+NH4,898.8224,615.5711,599.5398,249.22134,265.25264,323.2581364,339.2894364,305.2475714,321.2788714
plasmenyl-TG(P-20:1_17:2_18:2)+NH4,896.8067,613.5554,599.5398,249.22134,263.23694,323.2581364,337.2737364,305.2475714,319.2631714
plasmenyl-TG(P-20:1_17:2_18:3)+NH4,894.7911,611.5398,599.5398,249.22134,261.22134,323.2581364,335.2581364,305.2475714,317.2475714
plasmenyl-TG(P-20:1_17:2_18:4)+NH4,892.7754,609.5241,599.5398,249.22134,259.20564,323.2581364,333.2424364,305.2475714,315.2318714
plasmenyl-TG(P-20:1_17:2_19:0)+NH4,914.8537,631.6024,599.5398,249.22134,281.28394,323.2581364,355.3207364,305.2475714,337.3101714
plasmenyl-TG(P-20:1_17:2_20:0)+NH4,928.8693,645.618,599.5398,249.22134,295.29954,323.2581364,369.3363364,305.2475714,351.3257714
plasmenyl-TG(P-20:1_17:2_20:1)+NH4,926.8537,643.6024,599.5398,249.22134,293.28394,323.2581364,367.3207364,305.2475714,349.3101714
plasmenyl-TG(P-20:1_17:2_20:2)+NH4,924.838,641.5867,599.5398,249.22134,291.26824,323.2581364,365.3050364,305.2475714,347.2944714
plasmenyl-TG(P-20:1_17:2_20:3)+NH4,922.8224,639.5711,599.5398,249.22134,289.25264,323.2581364,363.2894364,305.2475714,345.2788714
plasmenyl-TG(P-20:1_17:2_20:4)+NH4,920.8067,637.5554,599.5398,249.22134,287.23694,323.2581364,361.2737364,305.2475714,343.2631714
plasmenyl-TG(P-20:1_17:2_20:5)+NH4,918.7911,635.5398,599.5398,249.22134,285.22134,323.2581364,359.2581364,305.2475714,341.2475714
plasmenyl-TG(P-20:1_17:2_21:0)+NH4,942.885,659.6337,599.5398,249.22134,309.31524,323.2581364,383.3520364,305.2475714,365.3414714
plasmenyl-TG(P-20:1_17:2_22:0)+NH4,956.9006,673.6493,599.5398,249.22134,323.33084,323.2581364,397.3676364,305.2475714,379.3570714
plasmenyl-TG(P-20:1_17:2_22:1)+NH4,954.885,671.6337,599.5398,249.22134,321.31524,323.2581364,395.3520364,305.2475714,377.3414714
plasmenyl-TG(P-20:1_17:2_22:2)+NH4,952.8693,669.618,599.5398,249.22134,319.29954,323.2581364,393.3363364,305.2475714,375.3257714
plasmenyl-TG(P-20:1_17:2_22:3)+NH4,950.8537,667.6024,599.5398,249.22134,317.28394,323.2581364,391.3207364,305.2475714,373.3101714
plasmenyl-TG(P-20:1_17:2_22:4)+NH4,948.838,665.5867,599.5398,249.22134,315.26824,323.2581364,389.3050364,305.2475714,371.2944714
plasmenyl-TG(P-20:1_17:2_22:5)+NH4,946.8224,663.5711,599.5398,249.22134,313.25264,323.2581364,387.2894364,305.2475714,369.2788714
plasmenyl-TG(P-20:1_17:2_22:6)+NH4,944.8067,661.5554,599.5398,249.22134,311.23694,323.2581364,385.2737364,305.2475714,367.2631714
